"METHOD","SITE","SITEVISITID","TRANSECTAREA_ad","GENUS_CODE","AdColCount","AdColDen","TRANSECTAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","Predation","AcuteDZ","ChronicDZ","BLE","AcuteDZ_prev","BLE_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES","DB_RZ","STRATANAME","ANALYSIS_SCHEMA","DOMAIN_SCHEMA","ANALYSIS_YEAR"
"Diver","SWA-00995",51140,7.5,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"Diver","SWA-00995",51140,7.5,"SSSS",82,10.9333333333333,3,15,5,13.8170731707317,8.90243902439024,1.0609756097561,1.33333333333333,0,0,0,0,0,0,1,1,2023,"SAMOA","Swains","SWA_OPEN","Forereef","Mid",-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,"Swains","SWA_OPEN","Swains","NOT","NOT","NOT","SWA_OPEN","SWA","SWA",NA,"OPEN",62,"SWA_OPEN","NOT","SWA_OPEN","","Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN_Mid_Forereef","SWA_OPEN",2023
"Diver","TAU-01294",51186,10,"ACAS",5,0.5,3,0,0,14.6,1.2,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"ACSP",6,0.6,3,0,0,16,0.166666666666667,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"ALSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"ASSP",29,2.9,3,2,0.666666666666667,49.8965517241379,7.79310344827586,0.0689655172413793,0.1,0,0.1,0,0,0,3.44827586206897,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"ASTS",21,2.1,3,0,0,13.6666666666667,4.80952380952381,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"COSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"ECHP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"FASP",16,1.6,3,1,0.333333333333333,11.46875,10.625,0,0,0,0,0,0,0,0,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"FAVS",2,0.2,3,0,0,15,30,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"GASP",10,1,3,0,0,10,5.3,0.5,0.1,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"GONS",4,0.4,3,0,0,21.25,13.25,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"GOSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"HERS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"HESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"HYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"ISSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"LEPS",3,0.3,3,0,0,24,11.6666666666667,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"LEPT",8,0.8,3,0,0,11.875,12,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"LOBS",2,0.2,3,0,0,27.5,0,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"MESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"MISP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"MOSP",58,5.8,3,8,2.66666666666667,28.1034482758621,19.0172413793103,0,0,0,0,0,0,0,0,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"MYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"OUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"OXSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"PAVS",2,0.2,3,0,0,17,11.5,0,0,0,0.1,0,0,0,50,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"PHSP",2,0.2,3,0,0,8,2.5,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"PLSP",5,0.5,3,0,0,18.4,24,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"POCS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"POSP",5,0.5,3,1,0.333333333333333,6.2,2,0,0,0,0,0,0,0,0,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"PSSP",1,0.1,3,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"SASP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"SCAS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"STSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"STYS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"TURS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01294",51186,10,"SSSS",179,17.9,3,12,4,24.2150837988827,11.5195530726257,0.0391061452513966,0.2,0,0.2,0,0,0,1.11731843575419,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.211412,-169.434351,8.229198415,8.533983542,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01306",51185,7.65,"ACAS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.241813,-169.419129,11.88661993,13.71533069,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01306",51185,7.65,"ACSP",6,0.784313725490196,1,0,0,13.6666666666667,9.16666666666667,0,0,0,0,0,0,0,0,1,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.241813,-169.419129,11.88661993,13.71533069,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01306",51185,7.65,"ALSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.241813,-169.419129,11.88661993,13.71533069,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01306",51185,7.65,"ASSP",9,1.17647058823529,1,2,2,13.8888888888889,15.6666666666667,0,0,0,0,0,0,0,0,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.241813,-169.419129,11.88661993,13.71533069,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
"Diver","TAU-01306",51185,7.65,"ASTS",17,2.22222222222222,1,1,1,14.2352941176471,11.8823529411765,0.176470588235294,0.130718954248366,0,0,0,0,0,0,1,1,2023,"SAMOA","Tau","TAU_OPEN","Forereef","Mid",-14.241813,-169.419129,11.88661993,13.71533069,494.905,"Tau","TAU_OPEN","Tau","NOT","NOT","NOT","TAU_OPEN","TAU","TAU","NOT","OPEN",1980,"TAU_OPEN","NOT","TAU_OPEN","Area calculated from 50*50 grids","Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN_Mid_Forereef","TAU_OPEN",2023
