OID_,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,FRAGMENT,JUVENILE,REMNANT,OLD_DEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Length
384,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.058399927
385,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.26291737
386,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,HCOE,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.063284794
387,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PVAR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.084578869
388,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,PMEA,0,0,0,0,,BR,,,,,,,,,,,,,,,,0.089792331
389,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,30,EM,,,,,,,,,,,,,,,,0.075440344
390,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.243514972
391,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,ACUR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.085195808
392,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,1,EM,,,,,,,,,,,,,,,,0.116469963
393,MSL,2022,RA2201,MAU-1222,A,15,2.5,1,0,AMYR,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.131818233
394,MSL,2022,RA2201,MAU-1222,A,15,1,1,0,HCOE,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.027174485
395,MSL,2022,RA2201,MAU-1222,A,15,1,1,0,PHSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.026600318
396,MSL,2022,RA2201,MAU-1222,A,15,1,1,0,HCOE,0,0,-1,0,,KN,,,,,,,,,,,,,,,,0.024441926
397,MSL,2022,RA2201,MAU-1222,A,15,1,1,0,PSSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.024376181
398,MSL,2022,RA2201,MAU-1222,A,15,1,1,0,PSSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.010147137
399,MSL,2022,RA2201,MAU-1222,A,15,1,1,0,PSSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.026198684
400,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,TURS,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.134524766
401,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AMYR,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.193619366
402,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.085027869
403,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,75,EM,,,,,,,,,,,,,,,,0.09867921
404,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.04929109
405,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.022358224
406,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.030105851
407,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GASP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.121118459
408,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.0898932
409,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.194554822
410,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,FSTE,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.075399898
411,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AMYR,0,0,0,0,60,MD,,,,,,,,,,,,,,,,0.372892439
412,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,FAVS,0,0,0,0,60,EM,,,,,,,,,,,,,,,,0.069215287
413,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GASP,0,0,0,0,10,BR,,,,,,,,,,,,,,,,0.071287588
414,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GASP,0,0,0,0,65,BR,,,,,,,,,,,,,,,,0.156404934
415,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AMYR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.075722896
416,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,UNKN,0,0,-1,0,60,EM,,,,,,,,,,,,,,,,0.044450414
417,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.052493361
418,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.036152998
419,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.018957551
420,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,ACUR,0,0,0,0,25,MD,,,,,,,,,,,,,,,,0.100926683
421,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,-1,0,0,MD,,,,,,,,,,,,,,,,0.038408923
422,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PSSP,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.020198864
423,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PMEA,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.189377856
424,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,40,BR,,,,,,,,,,,,,,,,0.17598893
425,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,,EM,,,,,,,,,,,,,,,,0.11316257
426,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,-1,0,0,MD,,,,,,,,,,,,,,,,0.023508512
427,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,FAVS,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.08672863
428,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.060821238
429,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.073952147
430,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,45,BR,,,,,,,,,,,,,,,,0.062699131
431,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.077603376
432,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,FASP,0,0,0,0,15,MD,,,,,,,,,,,,,,,,0.050085173
433,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GEDW,0,0,0,0,0,MD,,,,,,,,,,,,,,,,0.064391792
434,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.073086124
435,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GEDW,0,0,0,0,10,MD,,,,,,,,,,,,,,,,0.06062236
436,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.07905844
437,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.023175385
438,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.10334694
439,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,15,CO,,,,,,,,,,,,,,,,0.056048523
440,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.070613639
441,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.032880523
442,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,-1,0,15,CO,,,,,,,,,,,,,,,,0.040441028
443,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.116579475
444,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,80,EM,,,,,,,,,,,,,,,,0.095169073
445,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.183664516
446,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.055117652
447,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.048504704
448,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GEDW,0,0,0,0,60,MD,,,,,,,,,,,,,,,,0.175518172
449,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.09473866
450,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.069086099
451,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PCHI,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.134776013
452,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,60,EM,,,,,,,,,,,,,,,,0.09212586
453,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.081293302
454,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.080226624
455,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AHYA,0,0,0,0,40,BR,,,,,,,,,,,,,,,,0.282231567
456,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,0,0,0,30,BR,,,,,,,,,,,,,,,,0.076798473
457,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,FASP,0,0,0,0,75,MD,,,,,,,,,,,,,,,,0.079926596
458,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,30,EM,,,,,,,,,,,,,,,,0.06789478
459,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GEDW,0,0,0,0,3,MD,,,,,,,,,,,,,,,,0.058862788
460,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,HCOE,0,-1,0,0,5,BR,,,,,,,,,,,,,,,,0.234825412
461,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,STYS,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.20022337
462,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.128225295
463,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PHSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.085536053
464,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AMYR,0,0,0,0,30,EM,,,,,,,,,,,,,,,,0.059779607
465,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.100055968
466,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.09257611
467,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.19652106
468,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.132167335
469,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,PVAR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.087138984
470,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,FASP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,0.092118259
471,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,UNKN,0,-1,0,0,60,MD,,,,,,,,,,,,,,,,0.053707574
472,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,AMYR,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.166723796
473,NBO,2022,RA2201,MAU-1222,A,5,2.5,1,,GEDW,0,0,0,0,90,MD,,,,,,,,,,,,,,,,0.108669583
474,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.132474171
475,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,50,MD,,,,,,,,,,,,,,,,0.072188275
476,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.08271972
477,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,HCOE,0,0,0,0,30,CO,,,,,,,,,,,,,,,,0.065100073
478,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.286942902
479,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,30,MD,,,,,,,,,,,,,,,,0.208213578
480,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.086498216
481,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,ACUR,0,0,0,0,10,MD,,,,,,,,,,,,,,,,0.083045909
482,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.11283473
483,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,-1,0,10,EM,,,,,,,,,,,,,,,,0.029113127
484,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.022186326
485,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.210215001
486,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PLUT,0,0,0,0,45,MD,,,,,,,,,,,,,,,,0.221810666
487,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,20,MD,,,,,,,,,,,,,,,,0.53792376
488,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,FASP,0,0,0,0,15,MD,,,,,,,,,,,,,,,,0.067211593
489,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.264359021
490,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,-1,0,0,MD,,,,,,,,,,,,,,,,0.028194371
491,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PMEA,0,0,0,0,5,BR,,,,,,,,,,,,,,,,0.075491958
492,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.07736396
493,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,15,MD,,,,,,,,,,,,,,,,0.123826161
494,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,50,EM,,,,,,,,,,,,,,,,0.284566261
495,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,FASP,0,0,-1,0,25,EM,,,,,,,,,,,,,,,,0.024030602
496,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,FSTE,0,0,0,0,20,ML,,,,,,,,,,,,,,,,0.088066509
497,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.103566406
498,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,HCOE,0,0,0,0,5,CO,,,,,,,,,,,,,,,,0.085824702
499,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,HCOE,0,0,0,0,5,CO,,,,,,,,,,,,,,,,0.0510124
500,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.017979984
501,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.066591501
502,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.190489662
503,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,ACAS,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.049999011
504,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,-1,0,0,EM,,,,,,,,,,,,,,,,0.010447045
505,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PHSP,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.113807138
506,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.076930808
507,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.055371606
508,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PHSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,0.081576499
509,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,65,MD,,,,,,,,,,,,,,,,0.128133052
510,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.210795641
511,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,FMAT,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.050734308
512,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,65,MD,,,,,,,,,,,,,,,,0.220163244
513,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,35,EM,,,,,,,,,,,,,,,,0.13395349
514,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GOSP,0,0,0,0,0,MD,,,,,,,,,,,,,,,,0.103777275
515,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,ACUR,0,0,0,0,50,MD,,,,,,,,,,,,,,,,0.103768816
516,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,POCS,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.079452257
517,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GRET,0,0,0,0,80,MD,,,,,,,,,,,,,,,,0.094588165
518,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,30,MD,,,,,,,,,,,,,,,,0.131304689
519,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,15,EM,,,,,,,,,,,,,,,,0.066256858
520,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,80,EM,,,,,,,,,,,,,,,,0.07530549
521,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.144129595
522,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,15,MD,,,,,,,,,,,,,,,,0.368052457
523,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.054129614
524,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,75,EM,,,,,,,,,,,,,,,,0.306429297
525,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PHSP,0,0,0,0,75,EM,,,,,,,,,,,,,,,,0.162912993
526,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,50,MD,,,,,,,,,,,,,,,,0.054438495
527,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,HCOE,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.114460069
528,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,0,0,30,MD,,,,,,,,,,,,,,,,0.052279983
529,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,HCOE,0,0,0,0,35,MD,,,,,,,,,,,,,,,,0.047608888
530,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,LPUR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.096957848
531,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,75,MD,,,,,,,,,,,,,,,,0.069996063
532,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PCHI,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.275756058
533,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PVAR,0,0,0,0,60,EM,,,,,,,,,,,,,,,,0.219380281
534,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,40,EM,,,,,,,,,,,,,,,,0.102989321
535,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PHSP,0,0,0,0,85,EM,,,,,,,,,,,,,,,,0.296166264
536,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,HCOE,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.126909267
537,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,PMEA,0,0,0,0,0,BR,,,,,,,,,,,,,,,,0.121644183
538,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,GEDW,0,0,0,0,50,MD,,,,,,,,,,,,,,,,0.123973099
539,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,0,0,75,MD,,,,,,,,,,,,,,,,0.111473168
540,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,UNKN,0,0,0,0,40,MD,,,,,,,,,,,,,,,,0.071057926
541,NBO,2022,RA2201,MAU-1222,A,15,2.5,1,,AMYR,0,0,0,0,20,EM,,,,,,,,,,,,,,,,0.972800885
543,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FASP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,0.093884758
544,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,2,EM,,,,,,,,,,,,,,,,0.107764804
545,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,1,EM,,,,,,,,,,,,,,,,0.085841343
546,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,PVAR,0,0,0,0,90,EM,,,,,,,,,,,,,,,,0.14344216
547,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FSTE,0,0,0,0,85,EM,,,,,,,,,,,,,,,,0.467424347
548,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FSTE,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.040620775
549,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,8,MD,,,,,,,,,,,,,,,,0.138612872
550,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,ASTS,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.024938569
551,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FASP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.016538263
552,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,ASSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.016890272
553,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,AMYR,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.056124686
554,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FASP,0,0,-1,0,,MD,,,,,,,,,,,,,,,,0.047444032
555,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,PCHI,0,0,0,0,45,EM,,,,,,,,,,,,,,,,0.053681787
556,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FASP,0,0,0,0,95,MD,,,,,,,,,,,,,,,,0.058721414
557,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GPEC,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.040880813
558,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,ASSP,0,0,-1,0,,EM,,,,,,,,,,,,,,,,0.025533614
559,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,8,MD,,,,,,,,,,,,,,,,0.202638844
560,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GEDW,0,0,0,0,70,MD,,,,,,,,,,,,,,,,0.067409881
561,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GEDW,0,0,0,0,30,MD,,,,,,,,,,,,,,,,0.068087792
562,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,5,MD,,,,,,,,,,,,,,,,0.125736495
563,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,40,MD,,,,,,,,,,,,,,,,0.123766053
564,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GEDW,0,0,0,0,98,MD,,,,,,,,,,,,,,,,0.057227309
565,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GEDW,0,0,0,0,95,MD,,,,,,,,,,,,,,,,0.055568961
566,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,PCHI,0,0,0,0,97,EM,,,,,,,,,,,,,,,,0.158252578
567,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,PCHI,0,0,0,0,25,EM,,,,,,,,,,,,,,,,0.057062901
568,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,15,EM,PRED,2,,,,,,,,,,,,,,0.112356306
569,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,30,EM,,,,,,,,,,,,,,,,0.06803693
570,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,25,MD,,,,,,,,,,,,,,,,0.095401625
571,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,PAVS,0,0,0,0,80,MD,,,,,,,,,,,,,,,,0.138044681
572,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,3,MD,,,,,,,,,,,,,,,,0.051372489
573,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,FMAT,0,0,0,0,40,MD,,,,,,,,,,,,,,,,0.064832213
574,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,PCHI,0,0,0,0,90,EM,,,,,,,,,,,,,,,,0.355317901
575,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,85,MD,,,,,,,,,,,,,,,,0.07884497
576,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GASP,0,0,0,0,20,MD,DAMG,3,,,,,,,,,,,,,,0.136944715
577,JC,2022,RA2201,PAG-1323,A,0,2.5,1,0,GEDW,0,0,0,0,60,MD,,,,,,,,,,,,,,,,0.167058429
