"OID_","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","FRAGMENT","JUVENILE","REMNANT","OLD_DEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Length","site_seg","SEGAREA","totaldead","COLONYID"
728,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"PVAR",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102786286,"PAG-1323 5",2.5,NA,727
729,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1753775,"PAG-1323 5",2.5,NA,728
730,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"LEPT",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060778895,"PAG-1323 5",2.5,NA,729
731,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126563137,"PAG-1323 5",2.5,NA,730
732,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,90,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09435103,"PAG-1323 5",2.5,NA,731
733,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"FASP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057185137,"PAG-1323 5",2.5,NA,732
734,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GEDW",0,0,0,-1,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114326023,"PAG-1323 5",2.5,NA,733
735,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174141568,"PAG-1323 5",2.5,NA,734
736,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135050091,"PAG-1323 5",2.5,NA,735
737,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155456476,"PAG-1323 5",2.5,NA,736
738,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"FASP",0,0,0,0,95,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145996872,"PAG-1323 5",2.5,NA,737
739,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"FASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051580571,"PAG-1323 5",2.5,NA,738
740,"MSL",2022,"RA2201","PAG-1323","A","5",1,1,0,"GONS",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020893896,"PAG-1323 5",1,NA,739
741,"MSL",2022,"RA2201","PAG-1323","A","5",2.5,1,0,"GASP",0,0,0,0,95,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081727974,"PAG-1323 5",2.5,NA,740
742,"MSL",2022,"RA2201","PAG-1323","A","0",1,1,0,"UNKN",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042336726,"PAG-1323 0",1,NA,741
743,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PVAR",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154929744,"TIN-830 0",2.5,NA,742
744,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PLOB",0,0,0,0,40,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103861331,"TIN-830 0",2.5,NA,743
745,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216754936,"TIN-830 0",2.5,NA,744
746,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11996327,"TIN-830 0",2.5,NA,745
747,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132408781,"TIN-830 0",2.5,NA,746
748,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PRUS",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191417125,"TIN-830 10",2.5,NA,747
749,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940142651,"TIN-830 10",2.5,NA,748
750,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,"FUG",15,NA,NA,NA,NA,NA,NA,NA,0.586845054,"TIN-830 10",2.5,NA,749
751,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,"FUG",40,NA,NA,NA,NA,NA,NA,NA,0.095643945,"TIN-830 10",2.5,NA,750
752,"JC",2022,"RA2201","TIN-830","A","10",1,1,0,"GRET",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018591334,"TIN-830 10",1,NA,751
753,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"FSTE",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100541939,"TIN-830 10",2.5,NA,752
754,"JC",2022,"RA2201","TIN-830","A","10",1,1,0,"FASP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040769603,"TIN-830 10",1,NA,753
755,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24145491,"TIN-830 10",2.5,NA,754
756,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22294099,"TIN-830 10",2.5,NA,755
757,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055336339,"TIN-830 10",2.5,NA,756
758,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,80,"EM",NA,NA,NA,NA,NA,NA,"FUG",5,NA,NA,NA,NA,NA,NA,NA,0.241489185,"TIN-830 10",2.5,NA,757
759,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,"FUG",7,NA,NA,NA,NA,NA,NA,NA,0.643010913,"TIN-830 10",2.5,NA,758
760,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,"FUG",15,NA,NA,NA,NA,NA,NA,NA,0.233422303,"TIN-830 10",2.5,NA,759
761,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328172557,"TIN-830 10",2.5,NA,760
762,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"FASP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048982062,"TIN-830 10",2.5,NA,761
763,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.245446022,"TIN-830 10",2.5,NA,762
764,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"LPUR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057673624,"TIN-830 10",2.5,NA,763
765,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.238226846,"TIN-830 10",2.5,NA,764
766,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339411736,"TIN-830 10",2.5,NA,765
767,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091005193,"TIN-830 10",2.5,NA,766
768,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,"FUG",30,NA,NA,NA,NA,NA,NA,NA,0.109480002,"TIN-830 10",2.5,NA,767
769,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"LPUR",0,0,0,0,90,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102812735,"TIN-830 10",2.5,NA,768
770,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156823894,"TIN-830 10",2.5,NA,769
771,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PCHI",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160447389,"TIN-830 10",2.5,NA,770
772,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210213223,"TIN-830 10",2.5,NA,771
773,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"LPUR",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429769323,"TIN-830 10",2.5,NA,772
774,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174999601,"TIN-830 10",2.5,NA,773
775,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259553568,"TIN-830 10",2.5,NA,774
776,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072086846,"TIN-830 10",2.5,NA,775
777,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28247561,"TIN-830 10",2.5,NA,776
778,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"FASP",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050145685,"TIN-830 10",2.5,NA,777
779,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PRUS",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167955076,"TIN-830 10",2.5,NA,778
780,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PRUS",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345871599,"TIN-830 10",2.5,NA,779
781,"JC",2022,"RA2201","TIN-830","A","10",1,1,0,"LPUR",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01552839,"TIN-830 10",1,NA,780
782,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PVAR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,"FUG",10,NA,NA,NA,NA,NA,NA,NA,0.062227571,"TIN-830 10",2.5,NA,781
783,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"PCHI",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07553913,"TIN-830 10",2.5,NA,782
784,"JC",2022,"RA2201","TIN-830","A","10",1,1,0,"MOSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021848482,"TIN-830 10",1,NA,783
785,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191455411,"TIN-830 10",2.5,NA,784
786,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121572907,"TIN-830 10",2.5,NA,785
787,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29587538,"TIN-830 10",2.5,NA,786
788,"JC",2022,"RA2201","TIN-830","A","10",2.5,1,0,"MOSP",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255412372,"TIN-830 10",2.5,NA,787
789,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332529708,"TIN-830 0",2.5,NA,788
790,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404798154,"TIN-830 0",2.5,NA,789
791,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129924208,"TIN-830 0",2.5,NA,790
792,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PVAR",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445446042,"TIN-830 0",2.5,NA,791
793,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089381487,"TIN-830 0",2.5,NA,792
794,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095464813,"TIN-830 0",2.5,NA,793
795,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PVAR",0,0,0,0,80,"EM",NA,NA,NA,NA,NA,NA,"FUG",7,NA,NA,NA,NA,NA,NA,NA,0.514518936,"TIN-830 0",2.5,NA,794
796,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701567752,"TIN-830 0",2.5,NA,795
797,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"LPUR",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053986756,"TIN-830 0",2.5,NA,796
798,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"LPUR",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055163625,"TIN-830 0",2.5,NA,797
799,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054738245,"TIN-830 0",2.5,NA,798
800,"JC",2022,"RA2201","TIN-830","A","0",1,1,0,"GONS",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022253814,"TIN-830 0",1,NA,799
801,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079953325,"TIN-830 0",2.5,NA,800
802,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814503703,"TIN-830 0",2.5,NA,801
803,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394636671,"TIN-830 0",2.5,NA,802
804,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"GRET",0,0,0,0,35,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094322969,"TIN-830 0",2.5,NA,803
805,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154059076,"TIN-830 0",2.5,NA,804
806,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052401058,"TIN-830 0",2.5,NA,805
807,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"LPHY",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050358358,"TIN-830 0",2.5,NA,806
808,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050691507,"TIN-830 0",2.5,NA,807
809,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242323883,"TIN-830 0",2.5,NA,808
810,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"LPUR",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253707375,"TIN-830 0",2.5,NA,809
811,"JC",2022,"RA2201","TIN-830","A","0",1,1,0,"GONS",0,0,-1,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017656349,"TIN-830 0",1,NA,810
812,"JC",2022,"RA2201","TIN-830","A","0",1,1,0,"LPUR",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040060462,"TIN-830 0",1,NA,811
813,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"CYPS",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165418718,"TIN-830 0",2.5,NA,812
814,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"LPUR",0,0,0,-1,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035253757,"TIN-830 0",2.5,NA,813
815,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057129575,"TIN-830 0",2.5,NA,814
816,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"FASP",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066527629,"TIN-830 0",2.5,NA,815
817,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791199515,"TIN-830 0",2.5,NA,816
818,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115125703,"TIN-830 0",2.5,NA,817
819,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"CYPS",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,"FUG",70,NA,NA,NA,NA,NA,NA,NA,0.09365901,"TIN-830 0",2.5,NA,818
820,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063686315,"TIN-830 0",2.5,NA,819
821,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PVAR",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,"FUG",50,NA,NA,NA,NA,NA,NA,NA,0.052252596,"TIN-830 0",2.5,NA,820
822,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"GRET",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227809138,"TIN-830 0",2.5,NA,821
823,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"POSP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107129461,"TIN-830 0",2.5,NA,822
824,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070979561,"TIN-830 0",2.5,NA,823
825,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187323705,"TIN-830 0",2.5,NA,824
826,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"POSP",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201141696,"TIN-830 0",2.5,NA,825
827,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066123076,"TIN-830 0",2.5,NA,826
828,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077273058,"TIN-830 0",2.5,NA,827
829,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,"FUG",25,NA,NA,NA,NA,NA,NA,NA,0.382508396,"TIN-830 0",2.5,NA,828
830,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092395228,"TIN-830 0",2.5,NA,829
831,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,"FUG",10,NA,NA,NA,NA,NA,NA,NA,0.182504018,"TIN-830 0",2.5,NA,830
832,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223217344,"TIN-830 0",2.5,NA,831
833,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234756717,"TIN-830 0",2.5,NA,832
834,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"PCHI",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104549198,"TIN-830 0",2.5,NA,833
835,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093580434,"TIN-830 0",2.5,NA,834
836,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424334823,"TIN-830 0",2.5,NA,835
837,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28644325,"TIN-830 0",2.5,NA,836
838,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071364523,"TIN-830 0",2.5,NA,837
839,"JC",2022,"RA2201","TIN-830","A","0",2.5,1,0,"MOSP",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164813363,"TIN-830 0",2.5,NA,838
