"","FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg"
"265","2765","CA",2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,"BLE",90,2,NA,0,0,NA,0,0,0.04987605,"NA 0"
"266","2766","CA",2019,"SE1902",NA,"B","0",0,0,NA,"POCS","0","0",NA,"0","0","BR",NA,0,NA,0,NA,0,"BLE",60,1,NA,0,0,NA,0,0,0.0266062,"NA 0"
"267","2767","CA",2019,"SE1902",NA,"B","0",0,0,NA,"UNKN","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.01945893,"NA 0"
"268","2768","CA",2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.01015135,"NA 0"
"269","2769","CA",2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","50","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.04297732,"NA 0"
"270","2770",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,"BLE",100,1,NA,0,0,NA,0,0,0.01841766,"NA 0"
"271","2771",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.01380797,"NA 0"
"272","2772",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PLOB","0","0",NA,"0","0","EM",NA,0,NA,0,NA,0,"BLE",100,4,NA,0,0,NA,0,0,0.0151053,"NA 0"
"273","2773",NA,2019,"SE1902",NA,"B","0",0,0,NA,"UNKN","0","0",NA,"0","0","EF","MACA",15,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.01983633,"NA 0"
"274","2774",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EF",NA,0,NA,0,NA,0,"BLE",100,5,NA,0,0,NA,0,0,0.02339444,"NA 0"
"275","2775",NA,2019,"SE1902",NA,"B","0",0,0,NA,"POSP","0","0",NA,"0","15","EM",NA,0,NA,0,NA,0,"BLE",70,3,"BLE",30,2,NA,0,0,0.05187851,"NA 0"
"276","2776",NA,2019,"SE1902",NA,"B","0",0,0,NA,"MCAP","0","0",NA,"0","0","EM","MACA",1,NA,0,NA,0,"BLE",100,3,"ALG",3,0,NA,0,0,0.04354033,"NA 0"
"277","2777",NA,2019,"SE1902",NA,"B","0",0,0,NA,"PMEA","0","0",NA,"0","90","BR",NA,0,NA,0,NA,0,"BLE",55,3,NA,0,0,NA,0,0,0.1430959,"NA 0"
"278","557","CSC",2019,"SE1902","HAW-03451","A","10",2,2," ","UNKN"," ","-1"," "," ","0"," "," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.020044201,"HAW-03451 10"
"279","1324","CSC",2019,"SE1902","HAW-04252","A","0",2.5,1," ","PLOB"," ","0"," ","-1","0"," "," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.051113209,"HAW-04252 0"
"280","4559","RS",2019,"SE1902","LAN-01768","A","0",2.5,1," ","MPAT"," "," "," "," ","25"," "," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.222621922,"LAN-01768 0"
"281","7712","CSC",2019,"SE1902","MAI-02543","A","10",1,1," ","UNKN"," ","-1","No","No","0"," "," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.006397655,"MAI-02543 10"
"282","8778","RS",2019,"SE1902","MOL-02260","A","0",1,1," ","MPAT"," ","-1"," "," ","0"," "," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.038866567,"MOL-02260 0"
"283","8841","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","10","KN"," ",0," ",0," ",0,"BLE",30,0," ",0,0," ",0,0,0.278124955," -   NA 10"
"284","8842","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","0","EM"," ",0," ",0," ",0,"BLE",100,2," ",0,0," ",0,0,0.076275619," -   NA 10"
"285","8843","RSRS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","PCOM"," "," "," "," ","40","BR"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.450852803," -   NA 10"
"286","8844","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","PCOM"," "," "," "," ","60","BR"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.159133686," -   NA 10"
"287","8845","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","30","KN"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.816084016," -   NA 10"
"288","8846","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","20","LM"," ",0," ",0," ",0,"BLE",100,2," ",0,0," ",0,0,0.099514069," -   NA 10"
"289","8847","S",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MPAT"," "," "," "," ","40","EM"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.124188768," -   NA 10"
"290","8848","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","PLOB"," "," "," "," ","10","LM","TLS",3," ",0," ",0,"PRS",1,0," ",0,0," ",0,0,0.385010819," -   NA 10"
"291","8849","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MPAT"," "," "," "," ","5","EM"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.128922805," -   NA 10"
"292","8850","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","15","LM"," ",0," ",0," ",0,"BLE",100,2," ",0,0," ",0,0,0.214626024," -   NA 10"
"293","8851","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","PMEA"," "," "," "," ","0","MD"," ",0," ",0," ",0,"BLE",50,3," ",0,0," ",0,0,0.051088159," -   NA 10"
"294","8852","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","5","KN"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.588366935," -   NA 10"
"295","8853","RS",2019,"SE1902"," -   NA"," ","10",2.5,1," ","MCAP"," "," "," "," ","30","EM"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.067078758," -   NA 10"
"296","8854","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","PLOB"," "," "," "," ","5","MD"," ",0," ",0," ",0,"PRS",1,0," ",0,0," ",0,0,0.403314778," -   NA 15"
"297","8855","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","5","KN"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.731068396," -   NA 15"
"298","8856","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","40","KN"," ",0," ",0," ",0,"BLE",100,2," ",0,0," ",0,0,0.461399143," -   NA 15"
"299","8857","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","85","KN"," ",0," ",0," ",0,"BLE",100,2," ",0,0," ",0,0,0.379920097," -   NA 15"
"300","8858","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","5","KN"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.351709155," -   NA 15"
"301","8859","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","25","KN","FISH",2," ",0," ",0," ",0,0," ",0,0," ",0,0,0.389273812," -   NA 15"
"302","8860","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","30","EM","GAST",2," ",0," ",0," ",0,0," ",0,0," ",0,0,0.375032653," -   NA 15"
"303","8861","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","PMEA"," "," "," "," ","0","KN"," ",0," ",0," ",0,"BLE",100,2," ",0,0," ",0,0,0.075363783," -   NA 15"
"304","8862","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MPAT"," "," "," "," ","15","EF","TLS",1," ",0," ",0," ",0,0," ",0,0," ",0,0,0.212041129," -   NA 15"
"305","8863","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","PVAR"," "," "," "," ","90","EM"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.341188745," -   NA 15"
"306","8864","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","30","KN"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.609103768," -   NA 15"
"307","8865","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MCAP"," "," "," "," ","10","KN"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.372650789," -   NA 15"
"308","8866","RS",2019,"SE1902"," -   NA"," ","15",2.5,1," ","MPAT"," "," "," "," ","0","EM"," ",0," ",0," ",0," ",0,0," ",0,0," ",0,0,0.062958478," -   NA 15"
