"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","totaldead"
"5441","FL",2019,"SE1902","LAN-01819","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.090254084,"LAN-01819 10",2.5,0
"5442","FL",2019,"SE1902","LAN-01819","A","10",2.5,1,"0","POSP","0",0,"0","0",15,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055618882,"LAN-01819 10",2.5,15
"5443","FL",2019,"SE1902","LAN-01819","A","10",2.5,1,"0","MPAT","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.060989999,"LAN-01819 10",2.5,20
"5444","FL",2019,"SE1902","LAN-01819","A","10",2.5,1,"0","PLOB","0",0,"0","0",2,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087148437,"LAN-01819 10",2.5,2
"5445","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",60,"MD","NA",0,"NA",0,"NA",0,"PRS",1,0,"ALG",5,0,"NA",0,0,0.204287346,"LAN-01819 15",2.5,60
"5446","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","FISH",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081183742,"LAN-01819 15",2.5,5
"5447","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",20,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09304558,"LAN-01819 15",2.5,20
"5448","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLUT","0",0,"0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.292529468,"LAN-01819 15",2.5,20
"5449","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",80,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.368815862,"LAN-01819 15",2.5,80
"5450","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",40,"MD","NA",0,"NA",0,"NA",0,"PRS",10,0,"ALG",5,0,"NA",0,0,0.13193794,"LAN-01819 15",2.5,40
"5451","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",2,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.097685465,"LAN-01819 15",2.5,2
"5452","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078829753,"LAN-01819 15",2.5,10
"5453","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",3,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061300734,"LAN-01819 15",2.5,3
"5454","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",2,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.06456005,"LAN-01819 15",2.5,2
"5455","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081229676,"LAN-01819 15",2.5,0
"5456","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.170068751,"LAN-01819 15",2.5,50
"5457","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",25,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.17509883,"LAN-01819 15",2.5,25
"5458","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061125527,"LAN-01819 15",2.5,10
"5459","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",20,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056351132,"LAN-01819 15",2.5,20
"5460","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLUT","0",0,"0","0",15,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123343625,"LAN-01819 15",2.5,15
"5461","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLUT","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123178083,"LAN-01819 15",2.5,0
"5462","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PMEA","0",0,"0","0",5,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.223081263,"LAN-01819 15",2.5,5
"5463","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PGRA","0",0,"0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.316521595,"LAN-01819 15",2.5,0
"5464","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",15,"EM","NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.116664519,"LAN-01819 15",2.5,15
"5465","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062727346,"LAN-01819 15",2.5,10
"5466","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"PTR",2,0,"NA",0,0,"NA",0,0,0.050612252,"LAN-01819 15",2.5,5
"5467","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053082953,"LAN-01819 15",2.5,0
"5468","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053535128,"LAN-01819 15",2.5,0
"5469","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07447362,"LAN-01819 15",2.5,0
"5470","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059972159,"LAN-01819 15",2.5,0
"5471","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062347174,"LAN-01819 15",2.5,10
"5472","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",3,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051180954,"LAN-01819 15",2.5,3
"5473","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",20,"MD","NA",0,"NA",0,"NA",0,"PRS",2,0,"ALG",3,0,"NA",0,0,0.164945477,"LAN-01819 15",2.5,20
"5474","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060894991,"LAN-01819 15",2.5,0
"5475","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.204658666,"LAN-01819 15",2.5,10
"5476","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",15,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079440543,"LAN-01819 15",2.5,15
"5477","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.230560123,"LAN-01819 15",2.5,15
"5478","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLUT","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.120214017,"LAN-01819 15",2.5,5
"5479","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",50,"MD","FISH",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.158830506,"LAN-01819 15",2.5,52
"5480","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",50,"MD","NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.163568029,"LAN-01819 15",2.5,50
"5481","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",20,"EM","NA",0,"NA",0,"NA",0,"PRS",1,0,"NA",0,0,"NA",0,0,0.135935609,"LAN-01819 15",2.5,20
"5482","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLUT","0",0,"0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.188262716,"LAN-01819 15",2.5,15
"5483","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","POSP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05273604,"LAN-01819 15",2.5,0
"5484","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",75,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.162678886,"LAN-01819 15",2.5,75
"5485","FL",2019,"SE1902","LAN-01819","A","10",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01767767,"LAN-01819 10",1,0
"5486","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.017494285,"LAN-01819 0",1,0
"5487","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.007858753,"LAN-01819 0",1,0
"5488","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.022495555,"LAN-01819 0",1,0
"5489","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.044761591,"LAN-01819 0",1,0
"5490","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","POSP","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013505924,"LAN-01819 0",1,0
"5491","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","POSP","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.024661711,"LAN-01819 0",1,0
"5492","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.028668624,"LAN-01819 0",1,0
"5493","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","UNKN","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.004750789,"LAN-01819 0",1,0
"5494","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.027242613,"LAN-01819 0",1,0
"5495","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.012362847,"LAN-01819 0",1,0
"5496","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","UNKN","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.010707475,"LAN-01819 0",1,0
"5497","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","UNKN","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0085,"LAN-01819 0",1,0
"5498","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.008271033,"LAN-01819 0",1,0
"5499","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","UNKN","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.005403703,"LAN-01819 0",1,0
"5500","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.008814193,"LAN-01819 0",1,0
"5501","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.033552942,"LAN-01819 0",1,0
"5502","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.012615071,"LAN-01819 0",1,0
"5503","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.011870131,"LAN-01819 0",1,0
"5504","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.008823265,"LAN-01819 0",1,0
"5505","FL",2019,"SE1902","LAN-01819","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.011815244,"LAN-01819 0",1,0
"5506","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.073051351,"LAN-01819 0",2.5,0
"5507","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","MCAP","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.051965291,"LAN-01819 0",2.5,20
"5508","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",85,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089416887,"LAN-01819 0",2.5,85
"5509","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",15,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062392708,"LAN-01819 0",2.5,15
"5510","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",85,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.092163767,"LAN-01819 0",2.5,85
"5511","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",95,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.137639275,"LAN-01819 0",2.5,95
"5512","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",3,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.163131267,"LAN-01819 0",2.5,3
"5513","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053855547,"LAN-01819 0",2.5,50
"5514","FL",2019,"SE1902","LAN-01819","A","0",2.5,1,"0","PLOB","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.124317415,"LAN-01819 0",2.5,5
"5515","FL",2019,"SE1902","LAN-01819","A","5",2.5,1,"0","PLOB","0",0,"0","0",45,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079442872,"LAN-01819 5",2.5,45
"5516","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.043996023,"LAN-01819 5",1,0
"5517","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.010028459,"LAN-01819 5",1,0
"5518","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","UNKN","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.006753517,"LAN-01819 5",1,0
"5519","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","UNKN","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01343503,"LAN-01819 5",1,0
"5520","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PMEA","0",-1,"0","0",0,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.029397279,"LAN-01819 5",1,0
"5521","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PMEA","0",-1,"0","0",0,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.016127615,"LAN-01819 5",1,0
"5522","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.009213576,"LAN-01819 5",1,0
"5523","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.010870601,"LAN-01819 5",1,0
"5524","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.028270834,"LAN-01819 5",1,0
"5525","FL",2019,"SE1902","LAN-01819","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01746425,"LAN-01819 5",1,0
"5526","FL",2019,"SE1902","LAN-01819","A","5",2.5,1,"0","PLOB","0",0,"0","0",60,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.073902097,"LAN-01819 5",2.5,60
"5527","FL",2019,"SE1902","LAN-01819","A","5",2.5,1,"0","PLOB","0",0,"0","0",90,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059053958,"LAN-01819 5",2.5,90
"5528","FL",2019,"SE1902","LAN-01819","A","5",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.112054674,"LAN-01819 5",2.5,50
"5529","FL",2019,"SE1902","LAN-01819","A","5",2.5,1,"0","PLOB","0",0,"0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076394371,"LAN-01819 5",2.5,10
"5530","FL",2019,"SE1902","LAN-01819","A","10",2.5,1,"0","PLOB","0",0,"0","0",65,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.116881649,"LAN-01819 10",2.5,65
"5531","FL",2019,"SE1902","LAN-01819","A","10",2.5,1,"0","PLOB","0",0,"0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079875215,"LAN-01819 10",2.5,60
"5532","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PLOB","0",0,"0","0",55,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.107188432,"LAN-01819 15",2.5,55
"5533","FL",2019,"SE1902","LAN-01819","A","15",2.5,1,"0","PCOM","0",0,"0","0",20,"BR","FISH",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050287175,"LAN-01819 15",2.5,25
"5534","MSL",2019,"SE1902","LAN-01829","A","0",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.018344753,"LAN-01829 0",1,0
"5535","MSL",2019,"SE1902","LAN-01829","A","0",2.5,1,"0","MPAT","0",0,"0","0",20,"EF","GAST",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.942946457,"LAN-01829 0",2.5,21
"5536","MSL",2019,"SE1902","LAN-01829","A","0",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.012523977,"LAN-01829 0",1,0
"5537","MSL",2019,"SE1902","LAN-01829","A","0",2.5,1,"0","MPAT","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.204529435,"LAN-01829 0",2.5,5
"5538","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PVAR","0",0,"0","0",90,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.9355795,"LAN-01829 5",2.5,90
"5539","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PVAR","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059284061,"LAN-01829 5",2.5,5
"5540","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MPAT","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.265351409,"LAN-01829 5",2.5,5
"5541","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MPAT","0",0,"0","0",5,"EF","PRED",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.316006328,"LAN-01829 5",2.5,6
"5542","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MPAT","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",20,2,"NA",0,0,"NA",0,0,0.17512444,"LAN-01829 5",2.5,0
"5543","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PVAR","0",0,"0","0",80,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113944549,"LAN-01829 5",2.5,80
"5544","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MOSP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070854004,"LAN-01829 5",2.5,0
"5545","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PVAR","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07650281,"LAN-01829 5",2.5,50
"5546","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.259710706,"LAN-01829 5",2.5,0
"5547","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PVAR","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.110641223,"LAN-01829 5",2.5,50
"5548","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MCAP","0",0,"0","0",25,"EF","NA",0,"NA",0,"NA",0,"BLE",75,2,"ALG",1,0,"NA",0,0,0.958270777,"LAN-01829 5",2.5,25
"5549","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MPAT","0",0,"0","0",60,"EF","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.511074485,"LAN-01829 5",2.5,61
"5550","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","MCAP","0",0,"0","0",15,"EF","NA",0,"NA",0,"NA",0,"BLE",85,2,"NA",0,0,"NA",0,0,0.231820319,"LAN-01829 5",2.5,15
"5551","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PDUE","0",0,"0","0",10,"ML","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.200403245,"LAN-01829 5",2.5,10
"5552","MSL",2019,"SE1902","LAN-01829","A","5",2.5,1,"0","PCOM","0",0,"0","0",95,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.243792784,"LAN-01829 5",2.5,95
"5553","MSL",2019,"SE1902","LAN-01829","A","10",2.5,1,"0","PVAR","0",0,"0","0",95,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.677425309,"LAN-01829 10",2.5,95
"5554","MSL",2019,"SE1902","LAN-01829","A","10",2.5,1,"0","COCE","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.054352921,"LAN-01829 10",2.5,0
"5555","MSL",2019,"SE1902","LAN-01829","A","10",2.5,1,"0","PVAR","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.151967134,"LAN-01829 10",2.5,20
"5556","MSL",2019,"SE1902","LAN-01829","A","10",2.5,1,"0","PLOB","0",0,"0","0",95,"MD","NA",0,"NA",0,"NA",0,"BLE",5,2,"ALG",5,0,"NA",0,0,0.1205458,"LAN-01829 10",2.5,95
