FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng,ADULT_JUV,FRAGMENT,COLONYLENG,MAXD
274,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,MD,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061920674219800, ,0,0.000000000000000, 
275,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.069543152225000, ,0,0.000000000000000, 
276,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086680389451300, ,0,0.000000000000000, 
277,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027860545372200, ,0,0.000000000000000, 
278,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.110558763010000, ,0,0.000000000000000, 
279,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024622347855900, ,0,0.000000000000000, 
280,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.122223769145000, ,0,0.000000000000000, 
281,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.184641762167000, ,0,0.000000000000000, 
282,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034615749039500, ,0,0.000000000000000, 
283,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034205262756200, ,0,0.000000000000000, 
284,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016720047517200, ,0,0.000000000000000, 
285,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.100219958165000, ,0,0.000000000000000, 
286,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082869656854600, ,0,0.000000000000000, 
287,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070558061709000, ,0,0.000000000000000, 
288,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.211720216306000, ,0,0.000000000000000, 
289,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027658813918400, ,0,0.000000000000000, 
290,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060628788353200, ,0,0.000000000000000, 
291,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,80, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.074106747185800, ,0,0.000000000000000, 
292,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086584639848000, ,0,0.000000000000000, 
293,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051118881675600, ,0,0.000000000000000, 
294,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058539986239900, ,0,0.000000000000000, 
295,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087867683948300, ,0,0.000000000000000, 
296,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058292797070300, ,0,0.000000000000000, 
297,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036060642326300, ,0,0.000000000000000, 
298,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024530796149900, ,0,0.000000000000000, 
299,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021270870527600, ,0,0.000000000000000, 
300,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014342245213700, ,0,0.000000000000000, 
301,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024035390405500, ,0,0.000000000000000, 
302,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050965968404200, ,0,0.000000000000000, 
303,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041905847311300, ,0,0.000000000000000, 
304,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.097510255994600, ,0,0.000000000000000, 
305,MW,2019, ,OAH_SfM21,1,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.090354855869800, ,0,0.000000000000000, 
306,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.023100865801700, ,0,0.000000000000000, 
307,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,UNKN,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016985287388300, ,0,0.000000000000000, 
308,MW,2019, ,OAH_SfM21,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022095248489600, ,0,0.000000000000000, 
309,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018780042806400, ,0,0.000000000000000, 
310,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044936510076100, ,0,0.000000000000000, 
311,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051271531535800, ,0,0.000000000000000, 
312,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019902262362600, ,0,0.000000000000000, 
313,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022440365510900, ,0,0.000000000000000, 
314,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.166018793767000, ,0,0.000000000000000, 
315,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053230160037100, ,0,0.000000000000000, 
316,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070795056022300, ,0,0.000000000000000, 
317,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,18, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.166624518295000, ,0,0.000000000000000, 
318,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.145989725341000, ,0,0.000000000000000, 
319,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,MCAP,0,EM,0,1, ,0, ,0, ,0,BLE,10,2, ,0,0, ,0,0,0.055438975459000, ,0,0.000000000000000, 
320,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101115033999000, ,0,0.000000000000000, 
321,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101968327835000, ,0,0.000000000000000, 
322,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073787329085100, ,0,0.000000000000000, 
323,MW,2019, ,OAH_SfM21,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.065251819951800, ,0,0.000000000000000, 
324,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.466877039733000, ,0,0.000000000000000, 
325,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,MPAT,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.125936691200000, ,0,0.000000000000000, 
326,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.592699999921000, ,0,0.000000000000000, 
327,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,POSP,0,MD,0,95,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.546747418488000, ,0,0.000000000000000, 
328,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,10,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.172007703269000, ,0,0.000000000000000, 
329,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,POSP,0,EF,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.092564572028300, ,0,0.000000000000000, 
330,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,PLUT,0,MD,0,15,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.526991129276000, ,0,0.000000000000000, 
331,MA,2019, ,SfM25,1,2.5000000,1.0000000,0,PLOB,0,EF,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.104368961415000, ,0,0.000000000000000, 
332,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,30,FISH,3, ,0, ,0,SGA,3,0, ,0,0, ,0,0,0.385492360297000, ,0,0.000000000000000, 
333,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,EF,0,25,FISH,2, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.216232121590000, ,0,0.000000000000000, 
334,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,EC,0,0,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060840282389600, ,0,0.000000000000000, 
335,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,30,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.152292251377000, ,0,0.000000000000000, 
336,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,POSP,0,EF,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054654185184800, ,0,0.000000000000000, 
337,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.048021036351100, ,0,0.000000000000000, 
338,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,5,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.110097866073000, ,0,0.000000000000000, 
339,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054460444978800, ,0,0.000000000000000, 
340,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086045860312600, ,0,0.000000000000000, 
341,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,POSP,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073667496632100, ,0,0.000000000000000, 
342,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041757394356900, ,0,0.000000000000000, 
343,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,20,FISH,7, ,0, ,0, ,0,0, ,0,0, ,0,0,0.227349423053000, ,0,0.000000000000000, 
344,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,15,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.209640096971000, ,0,0.000000000000000, 
345,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,15,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.146539824638000, ,0,0.000000000000000, 
346,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.041593268522300, ,0,0.000000000000000, 
347,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,25,TLS,5,FISH,2, ,0, ,0,0, ,0,0, ,0,0,0.286376325398000, ,0,0.000000000000000, 
348,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,50, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.141949075475000, ,0,0.000000000000000, 
349,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,MCAP,0,EF,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.040363349890900, ,0,0.000000000000000, 
350,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.063545338295800, ,0,0.000000000000000, 
351,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.080086203942300, ,0,0.000000000000000, 
352,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054052012406500, ,0,0.000000000000000, 
353,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0,ALG,10,0, ,0,0, ,0,0,0.091426089837200, ,0,0.000000000000000, 
354,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,25,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.330449345715000, ,0,0.000000000000000, 
355,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,12, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.147746844469000, ,0,0.000000000000000, 
356,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087397254852100, ,0,0.000000000000000, 
357,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.085946785493400, ,0,0.000000000000000, 
358,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073937947534000, ,0,0.000000000000000, 
359,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.091024448044600, ,0,0.000000000000000, 
360,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,12, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.159925014330000, ,0,0.000000000000000, 
361,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.237419733337000, ,0,0.000000000000000, 
362,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.176216485678000, ,0,0.000000000000000, 
363,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079192740295400, ,0,0.000000000000000, 
364,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,25,FISH,20, ,0, ,0, ,0,0, ,0,0, ,0,0,0.463749555690000, ,0,0.000000000000000, 
365,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,MCAP,0,EF,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077956398466200, ,0,0.000000000000000, 
366,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019016834058000, ,0,0.000000000000000, 
367,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015626260069300, ,0,0.000000000000000, 
368,MA,2019, ,SfM25,5,2.5000000,1.0000000,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021499999798800, ,0,0.000000000000000, 
369,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.278141493099000, ,0,0.000000000000000, 
370,MA,2019, ,SfM25,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066144463892500, ,0,0.000000000000000, 
371,MW,2019, ,OAH_SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,10,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.171482068639000, ,0,0.000000000000000, 
372,MW,2019, ,OAH_SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,40,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.325749136851000, ,0,0.000000000000000, 
373,MW,2019, ,OAH_SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.459813048991000, ,0,0.000000000000000, 
374,MW,2019, ,OAH_SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,30,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.528854157955000, ,0,0.000000000000000, 
375,MW,2019, ,OAH_SfM25,1,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.108950310571000, ,0,0.000000000000000, 
376,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,16,FISH,8, ,0, ,0, ,0,0, ,0,0, ,0,0,0.672545388933000, ,0,0.000000000000000, 
377,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,25,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.398126839804000, ,0,0.000000000000000, 
378,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058198368388800, ,0,0.000000000000000, 
379,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.110923982307000, ,0,0.000000000000000, 
380,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.153346991366000, ,0,0.000000000000000, 
381,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052253229660600, ,0,0.000000000000000, 
382,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060615262142000, ,0,0.000000000000000, 
383,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.092909687650600, ,0,0.000000000000000, 
384,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.056259487060700, ,0,0.000000000000000, 
385,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.111336068438000, ,0,0.000000000000000, 
386,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.074403561424000, ,0,0.000000000000000, 
387,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,POCS,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019244220226000, ,0,0.000000000000000, 
388,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077428225006900, ,0,0.000000000000000, 
389,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058319893967600, ,0,0.000000000000000, 
390,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,35,FISH,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.313001788292000, ,0,0.000000000000000, 
391,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060925035445700, ,0,0.000000000000000, 
392,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.081434391071800, ,0,0.000000000000000, 
393,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,EM,0,8, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086060675863400, ,0,0.000000000000000, 
394,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,EM,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.109290163660000, ,0,0.000000000000000, 
395,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,1, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084600945333300, ,0,0.000000000000000, 
396,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,20,FISH,10, ,0, ,0, ,0,0, ,0,0, ,0,0,0.329587620927000, ,0,0.000000000000000, 
397,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,12,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.208989951209000, ,0,0.000000000000000, 
398,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,10,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.240934948924000, ,0,0.000000000000000, 
399,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079624430276800, ,0,0.000000000000000, 
400,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.150495214927000, ,0,0.000000000000000, 
401,MW,2019, ,OAH_SfM25,1,2.5000000,1.0000000,0,PLOB,0,EM,0,2, ,0, ,0, ,0,TIN,5,0, ,0,0, ,0,0,0.079352630276300, ,0,0.000000000000000, 
402,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.214375021964000, ,0,0.000000000000000, 
403,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,MD,0,30,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.234593371945000, ,0,0.000000000000000, 
404,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084628600053000, ,0,0.000000000000000, 
405,MW,2019, ,OAH_SfM25,3,2.5000000,1.0000000,0,PLOB,0,EM,0,45,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.287910055346000, ,0,0.000000000000000, 
406,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,POCS,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021702074017000, ,0,0.000000000000000, 
407,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,MCAP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039542509527700, ,0,0.000000000000000, 
408,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,POCS,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015370100596900, ,0,0.000000000000000, 
409,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.063298735552600, ,0,0.000000000000000, 
410,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,MCAP,0,EM,0,50, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073150871694000, ,0,0.000000000000000, 
