FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng
1369,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079240647
1370,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051931205
1371,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,CO,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,1.304556055
1372,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PVAR,0,EM,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.983127551
1373,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.167184838
1374,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070189815
1375,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082240197
1376,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0,PRED,50, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06028897
1377,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,CO,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.569399701
1378,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.21188924
1379,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.170276775
1380,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.20922354
1381,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057783217
1382,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079562931
1383,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.155997852
1384,RS,2019,SE1902,HAW-4294,5,1,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013792751
1385,RS,2019,SE1902,HAW-4294,5,1,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.021924415
1386,RS,2019,SE1902,HAW-4294,5,1,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031187818
1387,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.086653563
1388,RS,2019,SE1902,HAW-4294,5,1,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.032432237
1389,RS,2019,SE1902,HAW-4294,5,1,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.035389971
1390,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061149408
1391,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066837265
1392,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.061085596
1393,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,CO,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062272385
1394,RS,2019,SE1902,HAW-4294,5,2.5,1,0,PCOM,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.106886857
1395,MA,2019,SE1902,HAW-4296,0,2.5,1,0,POSP,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064054118
1396,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055473326
1397,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031839911
1398,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070513544
1399,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026536391
1400,MA,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.043286257
1401,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.070727645
1402,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,EM,0,35, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.071919468
1403,MA,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018216477
1404,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.047780331
1405,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018054639
1406,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017392527
1407,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101612597
1408,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.052086178
1409,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022709469
1410,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.030989838
1411,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034514489
1412,MA,2019,SE1902,HAW-4296,0,1,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034012351
1413,MA,2019,SE1902,HAW-4296,0,2.5,1,0,POSP,-1,BR,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.130273866
1414,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PCOM,0,KN,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087204586
1415,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.081770226
1416,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.080495528
1417,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058410359
1418,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PCOM,-1,BR,0,80, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.2135
1419,MA,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,60,FISH,1, ,0, ,0,PRS,2,0, ,0,0, ,0,0,0.129546171
1420,MW,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.100071375
1421,MW,2019,SE1902,HAW-4296,0,2.5,1,0,POSP,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.113845511
1422,MW,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051587693
1423,MW,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.072483378
1424,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.045508022
1425,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017707061
1426,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02468299
1427,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019895727
1428,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.029752311
1429,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.035254787
1430,MW,2019,SE1902,HAW-4296,0,1,1,0,POSP,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034313992
1431,MW,2019,SE1902,HAW-4296,0,2.5,1,0,POSP,0,CO,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.1271201
1432,MW,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.128674861
1433,MW,2019,SE1902,HAW-4296,0,2.5,1,0,PLOB,0,MD,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.112369613
1434,MW,2019,SE1902,HAW-4296,1,2.5,1,0,PLOB,0,EM,0,80, ,0, ,0, ,0,ALG,20,0, ,0,0, ,0,0,0.103020629
1435,MW,2019,SE1902,HAW-4296,1,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050770464
1436,MW,2019,SE1902,HAW-4296,1,2.5,1,0,POSP,0,EM,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.071576322
1437,MA,2019,SE1902,HAW-4299,3,2.5,1,-1, ,0, ,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.000538516
1438,MA,2019,SE1902,HAW-4299,5,2.5,1,0,PLOB,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.07958574
1439,MA,2019,SE1902,HAW-4299,5,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.069409653
1440,MA,2019,SE1902,HAW-4299,5,2.5,1,0,PLOB,0,EM,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.071239385
1441,MA,2019,SE1902,HAW-4299,5,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084132098
1442,MA,2019,SE1902,HAW-4299,5,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.064757548
1443,MA,2019,SE1902,HAW-4299,5,2.5,1,0,PLOB,0,EM,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077473157
1444,MA,2019,SE1902,HAW-4299,7,2.5,1,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068743145
1445,MA,2019,SE1902,HAW-4299,7,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.08515803
1446,MA,2019,SE1902,HAW-4299,7,2.5,1,0,PLOB,0,EM,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.151633769
1447,MA,2019,SE1902,HAW-4299,7,2.5,1,0,PLOB,0,EM,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.100929382
1448,MA,2019,SE1902,HAW-4299,7,2.5,1,0,MCAP,0,EM,0,85, ,0, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.091974128
1449,MA,2019,SE1902,HAW-4299,3,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026176517
1450,MA,2019,SE1902,HAW-4299,3,1,1,0,PMEA,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015853391
1451,MA,2019,SE1902,HAW-4299,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013203408
1452,MA,2019,SE1902,HAW-4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028014462
1453,MA,2019,SE1902,HAW-4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.009974467
1454,MA,2019,SE1902,HAW-4299,5,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.008319255
1455,MA,2019,SE1902,HAW-4299,5,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.022992389
1456,MA,2019,SE1902,HAW-4299,5,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.01765701
1457,MA,2019,SE1902,HAW-4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015641611
1458,MA,2019,SE1902,HAW-4299,5,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031891064
1459,MA,2019,SE1902,HAW-4299,7,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027513633
1460,MA,2019,SE1902,HAW-4299,7,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.014106027
1461,MA,2019,SE1902,HAW-4299,7,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020129579
1462,MA,2019,SE1902,HAW-4299,7,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013017681
1463,MA,2019,SE1902,HAW-4299,7,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015754365
1464,MA,2019,SE1902,HAW-4299,7,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013974261
1465,MA,2019,SE1902,HAW-4299,7,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02114001
1466,MA,2019,SE1902,HAW-4299,7,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.012727922
1467,MA,2019,SE1902,HAW-4299,7,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019436306
1468,MA,2019,SE1902,HAW-4299,7,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019257466
1469,MA,2019,SE1902,HAW-4299,7,2.5,1,0,PLOB,0,EM,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06169295
1470,MA,2019,SE1902,HAW-4299,7,1,1,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.02042474
1471,RS,2019,SE1902,HAW_4299,3,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.024805039
1472,RS,2019,SE1902,HAW_4299,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.05331585
1473,RS,2019,SE1902,HAW_4299,3,2.5,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.088400227
1474,RS,2019,SE1902,HAW_4299,3,2.5,1,0,PMEA,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.098127468
1475,RS,2019,SE1902,HAW_4299,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.007218033
1476,RS,2019,SE1902,HAW_4299,3,1,1,0,PMEA,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017622996
1477,RS,2019,SE1902,HAW_4299,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.016992057
1478,RS,2019,SE1902,HAW_4299,5,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073427243
1479,RS,2019,SE1902,HAW_4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028779333
1480,RS,2019,SE1902,HAW_4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.010486182
1481,RS,2019,SE1902,HAW_4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.028013032
1482,RS,2019,SE1902,HAW_4299,5,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.030400001
1483,RS,2019,SE1902,HAW_4299,5,1,1,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019505897
1484,RS,2019,SE1902,HAW_4299,5,2.5,1,0,PLOB,0,EM,0,0,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055043347
1485,RS,2019,SE1902,HAW_4299,5,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.063019441
1486,RS,2019,SE1902,HAW_4299,7,2.5,1,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.063844263
1487,RS,2019,SE1902,HAW_4299,7,2.5,1,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050702662
1488,RS,2019,SE1902,HAW_4299,7,2.5,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.087634353
1489,RS,2019,SE1902,HAW_4299,7,2.5,1,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.066753276
1490,RS,2019,SE1902,HAW_4299,7,1,1,-1, ,0, ,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013408205
1491, ,0, , ,0,0,0,0,MPAT,0,EF,0,13,MACA,10, ,0, ,0, ,0,0, ,0,0, ,0,0,0.165774064
1492, ,0, , ,0,0,0,0,PLOB,0,EM,0,80, ,0, ,0, ,0,BLE,30,1, ,0,0, ,0,0,0.076625126
1493, ,0, , ,0,0,0,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039410913
1494, ,0, , ,0,0,0,0,PLOB,0,EM,0,82, ,0, ,0, ,0,BLE,60,3, ,0,0, ,0,0,0.134046261
1495, ,0, , ,0,0,0,0,MPAT,0,EF,0,60,MACA,5, ,0, ,0,BLE,96,2,ALG,10,0, ,0,0,0.121471642
1496, ,0, , ,0,0,0,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058531444
1497, ,0, , ,0,0,0,0,MPAT,0,EF,0,0, ,0, ,0, ,0,BLE,100,1, ,0,0, ,0,0,0.049320686
1498, ,0, , ,0,0,0,0,MPAT,0,EF,0,10, ,0, ,0, ,0,BLE,90,1, ,0,0, ,0,0,0.041425836
1499, ,0, , ,0,0,0,0,MPAT,0,EF,0,0, ,0, ,0, ,0, ,0,0,BLE,100,1, ,0,0,0.022750165
1500, ,0, , ,0,0,0,0,MPAT,0,EF,0,0,MACA,2, ,0, ,0, ,0,0,BLE,100,1, ,0,0,0.0096
1501, ,0, , ,0,0,0,0,MPAT,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.017132719
1502, ,0, , ,0,0,0,0,MPAT,0,EF,0,0,MACA,5, ,0, ,0, ,0,0,BLE,100,2, ,0,0,0.021085778
1503, ,0, , ,0,0,0,0,MCAP,0,EF,0,45,MACA,25, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.047760339
1504, ,0, , ,0,0,0,0,MPAT,0,EF,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.109483149
1505, ,0, , ,0,0,0,0,MCAP,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.018049931
1506, ,0, , ,0,0,0,0,MPAT,0,EF,0,0,MACA,3, ,0, ,0,BLE,97,2,BLE,3,5, ,0,0,0.032003125
1507, ,0, , ,0,0,0,0,PLOB,0,EM,0,85, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.201623832
1508, ,0, , ,0,0,0,0,MCAP,0,EF,0,0,MACA,5, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.080010562
1509, ,0, , ,0,0,0,0,PLOB,0,EM,0,2, ,0, ,0, ,0, ,0,0,BLE,100,1, ,0,0,0.020838667
1510, ,0, , ,0,0,0,0,MPAT,0,EF,0,5,MACA,10, ,0, ,0,BLE,100,3, ,0,0, ,0,0,0.046812926
1511, ,0, , ,0,0,0,0,PLOB,0,EM,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027378823
1512, ,0, , ,0,0,0,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.025102988
1513, ,0, , ,0,0,0,0,PDUE,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.046025753
1514, ,0, , ,0,0,0,0,PLOB,0,EM,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.039870039
1515, ,0, , ,0,0,0,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0,BLE,100,1, ,0,0,0.011168258
1516, ,0, , ,0,0,0,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055147982
1517, ,0, , ,0,0,0,0,PLOB,0,EM,0,0, ,0, ,0, ,0,BLE,90,1, ,0,0, ,0,0,0.034583377
1518, ,0, , ,0,0,0,0,MCAP,0,EF,0,50,MACA,5, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.185198408
1519, ,0, , ,0,0,0,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034340646
1520, ,0, , ,0,0,0,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.023362363
1521, ,0, , ,0,0,0,0,MPAT,0,EF,0,50,MACA,4, ,0, ,0,BLE,100,2, ,0,0, ,0,0,0.036980264
1522, ,0, , ,0,0,0,0,MCAP,0,EF,0,50, ,0, ,0, ,0,BLE,50,3,BLE,50,1, ,0,0,0.083276949
1523, ,0, , ,0,0,0,0,MPAT,0,EF,0,55, ,0, ,0, ,0,BLE,100,1, ,0,0, ,0,0,0.052741255
1524, ,0, , ,0,0,0,0,PLOB,0,EM,0,20,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.069401154
1525, ,0, , ,0,0,0,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.06861669
1526, ,0, , ,0,0,0,0,MPAT,0,EF,0,45, ,0, ,0, ,0,BLE,60,4,BLE,40,2, ,0,0,0.09835141
1527, ,0, , ,0,0,0,0,PLOB,0,EM,0,5, ,0, ,0, ,0,BLE,100,1, ,0,0, ,0,0,0.062959828
1528, ,0, , ,0,0,0,0,PLOB,0,EM,0,50, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.114041133
1529, ,0, , ,0,0,0,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050618673
1530, ,0, , ,0,0,0,0,MCAP,0,EF,0,85, ,0, ,0, ,0,BLE,90,4, ,0,0, ,0,0,0.152011348
1531, ,0, , ,0,0,0,0,PLOB,0,EM,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.029906855
1532, ,0, , ,0,0,0,0,PLOB,0,EM,0,35, ,0, ,0, ,0,BLE,90,1, ,0,0, ,0,0,0.073929494
1533, ,0, , ,0,0,0,0,POSP,0,EF,0,75, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.075416974
1534, ,0, , ,0,0,0,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031144983
1535, ,0, , ,0,0,0,0,MCAP,0,EF,0,0,MACA,10, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.018243903
1536, ,0, , ,0,0,0,0,PLOB,0,EM,0,15, ,0, ,0, ,0,BLE,90,1, ,0,0, ,0,0,0.056620227
1537,MA,2019,SE1902,KAU-2115,3,2.5,1,0,MPAT,0,EM,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.167456741
1538,MA,2019,SE1902,KAU-2115,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.040490123
1539,MA,2019,SE1902,KAU-2115,3,2.5,1,0,PLOB,0,EM,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.077380941
1540,MA,2019,SE1902,KAU-2115,3,1,1,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.038460369
1541,MA,2019,SE1902,KAU-2115,3,1,1,0,POSP,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.042626869
1542,MA,2019,SE1902,KAU-2115,3,1,1,0,POSP,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.033638668
1543,MA,2019,SE1902,KAU-2115,3,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.032393363
1544,MA,2019,SE1902,KAU-2115,3,1,1,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.035243297
1545,MA,2019,SE1902,KAU-2115,3,1,1,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.046994574
1546,MA,2019,SE1902,KAU-2115,3,2.5,1,0,PLOB,0,MD,0,50, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.131633735
