"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng","SEGAREA","site_seg"
1136,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.142016689,2.5,"HAW-04292 15"
1137,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.11066874,2.5,"HAW-04292 15"
1138,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.119948406,2.5,"HAW-04292 15"
1139,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.161644672,2.5,"HAW-04292 15"
1140,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.224483162,2.5,"HAW-04292 15"
1141,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.257304799,2.5,"HAW-04292 15"
1142,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.312765934,2.5,"HAW-04292 15"
1143,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098408333,2.5,"HAW-04292 15"
1144,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"KN",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05411109,2.5,"HAW-04292 15"
1145,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072411187,2.5,"HAW-04292 15"
1146,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.197359874,2.5,"HAW-04292 15"
1147,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.115499827,2.5,"HAW-04292 15"
1148,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.136043119,2.5,"HAW-04292 15"
1149,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.120232192,2.5,"HAW-04292 15"
1150,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.208086233,2.5,"HAW-04292 15"
1151,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.185788535,2.5,"HAW-04292 15"
1152,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.149508863,2.5,"HAW-04292 15"
1153,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.153006045,2.5,"HAW-04292 15"
1154,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.194637123,2.5,"HAW-04292 15"
1155,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.291473309,2.5,"HAW-04292 15"
1156,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.286082033,2.5,"HAW-04292 15"
1157,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.225840321,2.5,"HAW-04292 15"
1158,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105717075,2.5,"HAW-04292 15"
1159,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.097322659,2.5,"HAW-04292 15"
1160,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.432863257,2.5,"HAW-04292 15"
1161,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.203926482,2.5,"HAW-04292 15"
1162,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,95,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087369846,2.5,"HAW-04292 15"
1163,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05545629,2.5,"HAW-04292 15"
1164,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.271759176,2.5,"HAW-04292 15"
1165,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.702525687,2.5,"HAW-04292 15"
1166,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.238680392,2.5,"HAW-04292 15"
1167,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.088242224,2.5,"HAW-04292 15"
1168,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083965766,2.5,"HAW-04292 15"
1169,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.179180384,2.5,"HAW-04292 15"
1170,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"CO",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176533651,2.5,"HAW-04292 15"
1171,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123180234,2.5,"HAW-04292 15"
1172,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072701718,2.5,"HAW-04292 15"
1173,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176798473,2.5,"HAW-04292 15"
1174,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.261163703,2.5,"HAW-04292 15"
1175,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.279875008,2.5,"HAW-04292 15"
1176,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.311377087,2.5,"HAW-04292 15"
1177,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.214060225,2.5,"HAW-04292 15"
1178,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122683495,2.5,"HAW-04292 15"
1179,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05729651,2.5,"HAW-04292 15"
1180,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066450884,2.5,"HAW-04292 15"
1181,"RS",2019,"SE1902","HAW-04292","15",2.5,1,0,"PCOM",0,"BR",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.257378185,2.5,"HAW-04292 15"
1184,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.08437298,2.5,"HAW-04292 10"
1204,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051983941,2.5,"HAW-04292 10"
1206,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PBER",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0500029,2.5,"HAW-04292 10"
1207,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05065037,2.5,"HAW-04292 10"
1208,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071915853,2.5,"HAW-04292 10"
1209,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054762213,2.5,"HAW-04292 10"
1210,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080131205,2.5,"HAW-04292 10"
1211,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.371428002,2.5,"HAW-04292 10"
1212,"RS",2019,"SE1902","HAW-04292","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.073085223,2.5,"HAW-04292 10"
1213,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078828041,2.5,"HAW-04292 5"
1214,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PLOB",0,"MD",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.139189799,2.5,"HAW-04292 5"
1231,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PCOM",0,"BR",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069958846,2.5,"HAW-04292 5"
1233,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PCOM",0,"BR",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.063291785,2.5,"HAW-04292 5"
1235,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PCOM",0,"BR",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.125440024,2.5,"HAW-04292 5"
1236,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080937322,2.5,"HAW-04292 5"
1237,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PLUT",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.110053851,2.5,"HAW-04292 5"
1238,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.090426767,2.5,"HAW-04292 5"
1239,"RS",2019,"SE1902","HAW-04292","5",2.5,1,0,"PLOB",0,"MD",0,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.155344167,2.5,"HAW-04292 5"
1241,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"EM",0,7,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.116435948,2.5,"HAW-04294 5"
1242,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.15944209,2.5,"HAW-04294 5"
1243,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127318853,2.5,"HAW-04294 5"
1244,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113373057,2.5,"HAW-04294 5"
1245,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09121058,2.5,"HAW-04294 5"
1246,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"KN",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081693206,2.5,"HAW-04294 5"
1247,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070345719,2.5,"HAW-04294 5"
1248,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.067816001,2.5,"HAW-04294 5"
1249,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.085742521,2.5,"HAW-04294 5"
1250,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.159808008,2.5,"HAW-04294 5"
1251,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.183948498,2.5,"HAW-04294 5"
1252,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.116825341,2.5,"HAW-04294 5"
1253,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.115008391,2.5,"HAW-04294 5"
1254,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057812975,2.5,"HAW-04294 5"
1255,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,8,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1036851,2.5,"HAW-04294 5"
1257,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.19863829,2.5,"HAW-04294 5"
1258,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.501740033,2.5,"HAW-04294 5"
1259,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.14729647,2.5,"HAW-04294 5"
1260,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113174556,2.5,"HAW-04294 5"
1261,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.181133542,2.5,"HAW-04294 5"
1262,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.152538586,2.5,"HAW-04294 5"
1263,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081036412,2.5,"HAW-04294 5"
1265,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.240420715,2.5,"HAW-04294 5"
1266,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05338024,2.5,"HAW-04294 5"
1267,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065910925,2.5,"HAW-04294 5"
1268,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064877809,2.5,"HAW-04294 5"
1269,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EM",0,4,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072885734,2.5,"HAW-04294 5"
1270,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"EM",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078132323,2.5,"HAW-04294 5"
1271,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086102496,2.5,"HAW-04294 5"
1272,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"EM",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053421063,2.5,"HAW-04294 5"
1273,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.180747918,2.5,"HAW-04294 5"
1274,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.058671373,2.5,"HAW-04294 5"
1275,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"KN",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057306981,2.5,"HAW-04294 5"
1276,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.130476817,2.5,"HAW-04294 5"
1277,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,2.079382034,2.5,"HAW-04294 5"
1278,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.504181555,2.5,"HAW-04294 5"
1279,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09170409,2.5,"HAW-04294 5"
1280,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099410462,2.5,"HAW-04294 5"
1281,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PVAR",0,"EF",-1,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,3.885041809,2.5,"HAW-04294 5"
1282,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"EM",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.141474662,2.5,"HAW-04294 5"
1283,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PMAL",0,"EF",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.06473832,2.5,"HAW-04294 5"
1284,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.281685375,2.5,"HAW-04294 5"
1285,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,8,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.167674834,2.5,"HAW-04294 5"
1286,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.139518636,2.5,"HAW-04294 5"
1287,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.121259557,2.5,"HAW-04294 5"
1288,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.141877764,2.5,"HAW-04294 5"
1289,"CA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"KN",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.209031767,2.5,"HAW-04294 5"
1290,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.114288144,2.5,"HAW-04294 5"
1291,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,0,"FISH",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.102539065,2.5,"HAW-04294 5"
1292,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.157901362,2.5,"HAW-04294 5"
1293,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.091387581,2.5,"HAW-04294 5"
1294,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.052469896,2.5,"HAW-04294 5"
1295,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.156898215,2.5,"HAW-04294 5"
1296,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.497523476,2.5,"HAW-04294 5"
1297,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.445034156,2.5,"HAW-04294 5"
1300,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"EC",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.121775942,2.5,"HAW-04294 5"
1302,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",-1,"BR",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.163409088,2.5,"HAW-04294 5"
1303,"MA",2019,"SE1902","HAW-04294","5",2.5,1,0,"PCOM",0,"BR",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.237372639,2.5,"HAW-04294 5"
