FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,JUVENILE,FRAGMENT,REMNANT,OLDDEAD,MORPH_CODE,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Shape_Leng,site_seg,SEGAREA
2836,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,10,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.120623587,HAW-4294 15,2.5
2837,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,15,BR,NA,0,NA,0,NA,0,DIS,3,0,NA,0,0,NA,0,0,0.25644635,HAW-4294 15,2.5
2838,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,5,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074677574,HAW-4294 15,2.5
2839,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,30,BR,NA,0,NA,0,NA,0,BLE,60,3,NA,0,0,NA,0,0,0.116954051,HAW-4294 15,2.5
2840,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,25,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.162508583,HAW-4294 15,2.5
2841,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,10,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.170266644,HAW-4294 15,2.5
2842,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,15,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063473853,HAW-4294 15,2.5
2843,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,20,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.076628258,HAW-4294 15,2.5
2844,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PCOM,0,0,0,0,5,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074691699,HAW-4294 15,2.5
2845,MA,2019,SE1902,HAW-04294,A,15,2.5,1,0,PVAR,-1,0,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,2.677612552,HAW-4294 15,2.5
2846,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,85,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.133247815,HAW-4296 5,2.5
2847,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.034509855,HAW-4296 5,1
2848,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.037889314,HAW-4296 5,1
2849,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,20,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.055908854,HAW-4296 5,2.5
2850,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,80,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.144667135,HAW-4296 5,2.5
2851,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,40,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050528507,HAW-4296 5,2.5
2852,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,3,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063324244,HAW-4296 5,2.5
2853,MA,2019,SE1902,HAW-04296,A,5,1,1,0,PLOB,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.044846962,HAW-4296 5,1
2854,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,5,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.107709423,HAW-4296 5,2.5
2855,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,5,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07455052,HAW-4296 5,2.5
2856,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,POSP,0,0,0,0,80,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.079557841,HAW-4296 5,2.5
2857,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.024335364,HAW-4296 5,1
2858,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,30,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.1400416,HAW-4296 5,2.5
2859,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,25,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.206642035,HAW-4296 5,2.5
2860,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,30,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.126212837,HAW-4296 5,2.5
2861,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,30,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.101853472,HAW-4296 5,2.5
2862,MA,2019,SE1902,HAW-04296,A,5,1,1,0,PLOB,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.044949416,HAW-4296 5,1
2863,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,POSP,0,0,0,0,80,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.082187895,HAW-4296 5,2.5
2864,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,5,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.123867873,HAW-4296 5,2.5
2865,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,70,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.125496136,HAW-4296 5,2.5
2866,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,35,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.292438797,HAW-4296 5,2.5
2867,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,70,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.13147593,HAW-4296 5,2.5
2868,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,75,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06163319,HAW-4296 5,2.5
2869,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,10,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.107405631,HAW-4296 5,2.5
2870,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,55,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.194395165,HAW-4296 5,2.5
2871,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PCOM,0,0,0,0,60,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.179225892,HAW-4296 5,2.5
2872,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,85,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.099481105,HAW-4296 5,2.5
2873,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,40,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.119596655,HAW-4296 5,2.5
2874,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,40,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074667597,HAW-4296 5,2.5
2875,MA,2019,SE1902,HAW-04296,A,5,1,1,0,PLOB,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.039872045,HAW-4296 5,1
2876,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.024923885,HAW-4296 5,1
2877,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.023127687,HAW-4296 5,1
2878,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.020214103,HAW-4296 5,1
2879,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.013200758,HAW-4296 5,1
2880,MA,2019,SE1902,HAW-04296,A,10,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.021606017,HAW-4296 10,1
2881,MA,2019,SE1902,HAW-04296,A,10,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.017007352,HAW-4296 10,1
2882,MA,2019,SE1902,HAW-04296,A,5,2.5,1,0,PLOB,0,0,0,0,90,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.079530874,HAW-4296 5,2.5
2883,MA,2019,SE1902,HAW-04296,A,5,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033663036,HAW-4296 5,1
2884,MA,2019,SE1902,HAW-04296,A,10,2.5,1,-1, ,0,0,0,0,0, ,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085384072,HAW-4296 10,2.5
2885,MA,2019,SE1902,HAW-04299,A,0,2.5,1,0,PLOB,0,0,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.073046287,HAW-4299 0,2.5
2886,MA,2019,SE1902,HAW-04299,A,0,1,1,0,POCS,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018911372,HAW-4299 0,1
2887,MA,2019,SE1902,HAW-04299,A,0,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.008464632,HAW-4299 0,1
2888,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,30,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.214580987,HAW-4300 0,2.5
2889,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,40,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.138059009,HAW-4300 0,2.5
2890,AH,2019,SE1902,HAW-04300,A,0,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.041034253,HAW-4300 0,1
2891,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,75,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.131936727,HAW-4300 0,2.5
2892,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,40,BR,NA,0,NA,0,NA,0,BLE,50,3,NA,0,0,NA,0,0,0.26028809,HAW-4300 0,2.5
2893,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,50,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094269241,HAW-4300 0,2.5
2894,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,20,BR,DAMG,1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.162427,HAW-4300 0,2.5
2895,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,50,MD,PRED,5,NA,0,NA,0,ALG,3,0,NA,0,0,NA,0,0,0.215841516,HAW-4300 0,2.5
2896,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074029792,HAW-4300 0,2.5
2897,AH,2019,SE1902,HAW-04300,A,0,1,1,0,PCOM,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.044925828,HAW-4300 0,1
2898,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,5,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069956058,HAW-4300 0,2.5
2899,AH,2019,SE1902,HAW-04300,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.030866325,HAW-4300 0,1
2900,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.020889231,HAW-4300 0,2.5
2901,AH,2019,SE1902,HAW-04300,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.031952464,HAW-4300 0,1
2902,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.032437633,HAW-4300 0,2.5
2903,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.011438967,HAW-4300 0,2.5
2904,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,2,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.060209799,HAW-4300 0,2.5
2905,AH,2019,SE1902,HAW-04300,A,0,1,1,0,MCAP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.044413624,HAW-4300 0,1
2906,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.038351271,HAW-4300 0,2.5
2907,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,15,MD,NA,0,NA,0,NA,0,ALG,5,0,NA,0,0,NA,0,0,0.0970285,HAW-4300 0,2.5
2908,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,5,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075106658,HAW-4300 0,2.5
2909,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,5,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.063371445,HAW-4300 0,2.5
2910,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,65,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.246553868,HAW-4300 0,2.5
2911,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.033817895,HAW-4300 0,2.5
2912,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,70,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106567162,HAW-4300 0,2.5
2913,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.14800223,HAW-4300 0,2.5
2914,AH,2019,SE1902,HAW-04300,A,0,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.027033683,HAW-4300 0,1
2915,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.091872575,HAW-4300 0,2.5
2916,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.046456969,HAW-4300 0,2.5
2917,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,20,MD,NA,0,NA,0,NA,0,ALG,3,0,NA,0,0,NA,0,0,0.199338756,HAW-4300 0,2.5
2918,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,5,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.076157731,HAW-4300 0,2.5
2919,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,25,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069372401,HAW-4300 0,2.5
2920,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05091326,HAW-4300 0,2.5
2921,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0516,HAW-4300 0,2.5
2922,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,30,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106241706,HAW-4300 0,2.5
2923,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,5,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072261539,HAW-4300 0,2.5
2924,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,-1,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051293761,HAW-4300 0,2.5
2925,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,15,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.082562098,HAW-4300 0,2.5
2926,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,3,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.115321117,HAW-4300 0,2.5
2927,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,40,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.108588811,HAW-4300 0,2.5
2928,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,MCAP,0,0,0,0,60,EM,NA,0,NA,0,NA,0,BLE,40,2,NA,0,0,NA,0,0,0.101854062,HAW-4300 0,2.5
2929,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,80,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.190076248,HAW-4300 0,2.5
2930,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,MCAP,0,0,0,0,20,EM,NA,0,NA,0,NA,0,BLE,80,2,NA,0,0,NA,0,0,0.062089049,HAW-4300 0,2.5
2931,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,-1,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053861396,HAW-4300 0,2.5
2932,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,15,MD,NA,0,NA,0,NA,0,ALG,5,0,NA,0,0,NA,0,0,0.099958492,HAW-4300 0,2.5
2933,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,35,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.052972824,HAW-4300 0,2.5
2934,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,2,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.178252994,HAW-4300 0,2.5
2935,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,60,MD,NA,0,NA,0,NA,0,ALG,3,0,NA,0,0,NA,0,0,0.226771515,HAW-4300 0,2.5
2936,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,50,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.575476569,HAW-4300 0,2.5
2937,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,70,BR,DAMG,3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.442346922,HAW-4300 0,2.5
2938,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,60,BR,DAMG,2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.208275393,HAW-4300 0,2.5
2939,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,20,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.120192596,HAW-4300 0,2.5
2940,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,45,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.119276023,HAW-4300 0,2.5
2941,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,80,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094794514,HAW-4300 0,2.5
2942,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,MCAP,0,0,0,0,5,EM,NA,0,NA,0,NA,0,BLE,50,1,NA,0,0,NA,0,0,0.083198559,HAW-4300 0,2.5
2943,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,3,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075416974,HAW-4300 0,2.5
2944,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,70,BR,DAMG,2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.407384044,HAW-4300 0,2.5
2945,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,1,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.134874237,HAW-4300 0,2.5
2946,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PLUT,0,0,0,0,2,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.140041207,HAW-4300 0,2.5
2947,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,50,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.092599999,HAW-4300 0,2.5
2948,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,10,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.153227184,HAW-4300 0,2.5
2949,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,MCAP,0,0,0,0,5,EM,NA,0,NA,0,NA,0,BLE,90,1,NA,0,0,NA,0,0,0.054684733,HAW-4300 0,2.5
2950,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,0,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.098432363,HAW-4300 0,2.5
2951,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,MCAP,0,0,0,0,10,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087986476,HAW-4300 0,2.5
2952,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,PCOM,0,0,0,0,25,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.177259696,HAW-4300 0,2.5
2953,AH,2019,SE1902,HAW-04300,A,0,2.5,1,0,POSP,0,0,0,0,5,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075028661,HAW-4300 0,2.5
2954,AH,2019,SE1902,HAW-04300,A,5,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.026488489,HAW-4300 5,1
2955,AH,2019,SE1902,HAW-04300,A,5,1,1,0,POCS,0,-1,0,0,0,KN,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018298088,HAW-4300 5,1
2956,AH,2019,SE1902,HAW-04300,A,5,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.016929264,HAW-4300 5,1
2957,AH,2019,SE1902,HAW-04300,A,5,2.5,1,0,POSP,0,0,0,0,10,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050239824,HAW-4300 5,2.5
2958,AH,2019,SE1902,HAW-04300,A,5,2.5,1,0,POSP,0,0,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064474802,HAW-4300 5,2.5
2959,AH,2019,SE1902,HAW-04300,A,5,2.5,1,0,POSP,0,0,0,0,40,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.085732432,HAW-4300 5,2.5
2960,AH,2019,SE1902,HAW-04300,A,5,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018076781,HAW-4300 5,1
2961,AH,2019,SE1902,HAW-04300,A,5,1,1,0,POSP,0,-1,0,0,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.019304145,HAW-4300 5,1
2962,AH,2019,SE1902,HAW-04300,A,5,2.5,1,0,POSP,0,0,0,0,5,MD,NA,0,NA,0,NA,0,ALG,2,0,NA,0,0,NA,0,0,0.073221444,HAW-4300 5,2.5
2963,AH,2019,SE1902,HAW-04300,A,5,2.5,1,0,PCOM,0,0,0,0,15,BR,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.141494205,HAW-4300 5,2.5
2964,AH,2019,SE1902,HAW-04300,A,5,1,1,0,POSP,0,-1,0,0,0,EM,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.027846903,HAW-4300 5,1
2965,AH,2019,SE1902,HAW-04300,A,5,2.5,1,0,POSP,0,0,0,-1,0,MD,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.023700211,HAW-4300 5,2.5
