"METHOD","SITE","SITEVISITID","TRANSECTAREA_ad","GENUS_CODE","AdColCount","AdColDen","TRANSECTAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","AcuteDZ","ChronicDZ","BLE","AcuteDZ_prev","BLE_prev","ChronicDZ_prev","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES"
"Diver","KAH-00619",12696,7.5,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"MOSP",26,3.466667,3,0,0,39.73077,17.53846,0,0,0,0.5333333,0,15.38462,0,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"PAVS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"POCS",1,0.1333333,3,0,0,33,0,0,0,0,0,0,0,0,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"POSP",11,1.466667,3,0,0,23.54545,7.181818,0.2727273,0,0,0,0,0,0,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"PSSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00619",12696,7.5,"SSSS",38,5.066667,3,0,0,34.86842,14.07895,0.07894737,0,0,0.5333333,0,10.52632,0,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Deep","AGR",20.5916,-156.5489,20.11582,20.4206,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"CYPS",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"CYSP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"FUSP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"LEPT",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"LESP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"MOSP",50,5,4,10,2.5,23.68,8.18,0,0,0,0.5,0,10,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"PAVS",2,0.2,4,1,0.25,9,12.5,0,0,0,0,0,0,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"POCS",7,0.7,4,1,0.25,18.85714,21.42857,0.4285714,0,0,0.1,0,14.28571,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"POSP",16,1.6,4,2,0.5,23.5625,17.8125,0.125,0,0,0,0,0,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"PSSP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"UNKN",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00659",12697,10,"SSSS",75,7.5,4,14,3.5,22.81333,11.58667,0.06666667,0,0,0.6,0,8,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","SCR",20.60397,-156.5829,15.84883,15.84883,200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","MAI-02483",12672,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"CYSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"FUSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"LEPT",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"LESP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"MOSP",73,7.3,3,21,7,20.41096,26.65753,0,0,0,0.3,0,4.109589,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"PAVS",3,0.3,3,0,0,9.666667,0,0,0,0,0,0,0,0,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"POCS",1,0.1,3,0,0,6,0,0,0,0,0,0,0,0,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"POSP",49,4.9,3,4,1.333333,24.85714,34.18367,0.4081633,0.1,0,0.1,2.040816,2.040816,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"PSSP",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"UNKN",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02483",12672,10,"SSSS",126,12.6,3,25,8.333333,21.76984,28.7381,0.1587302,0.1,0,0.4,0.7936508,3.174603,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Mid","AGR",20.79996,-156.6017,16.15361,17.37275,682.5282,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2730,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"CYPS",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"CYSP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"FUSP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"LEPT",1,0.1,4,2,0.5,15,50,0,0,0,0,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"LESP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"MOSP",43,4.3,4,60,15,10.2093,7.883721,0,0,0,0.4,0,9.302326,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"PAVS",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"POCS",4,0.4,4,1,0.25,12.75,3.75,2.5,0,0,0,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"POSP",112,11.2,4,5,1.25,22.08929,22.17857,0,0,0.3,0,0,0,2.678571,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"PSSP",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"UNKN",0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,"SSSS",160,16,4,68,17,18.61875,18.05,0.0625,0,0.3,0.4,0,2.5,1.875,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.80669,-156.6233,3.962207,4.571777,650.068,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","LAN-01795",12716,7.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Lanai","LAN_SOUTH","Forereef","Deep","AGR",20.7324,-156.9505,19.81103,21.03017,246.6044,"Maui-nui","LAN_SOUTH","LAN_SOUTH","NOT","NOT","NOT","NOT","LAN_CM","LAN_SO","CM","OPEN",986,"LAN_CMSO_CM_OPEN","NOT","LAN_SOUTH",""
"Diver","LAN-01795",12716,7.5,"CYPS",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Lanai","LAN_SOUTH","Forereef","Deep","AGR",20.7324,-156.9505,19.81103,21.03017,246.6044,"Maui-nui","LAN_SOUTH","LAN_SOUTH","NOT","NOT","NOT","NOT","LAN_CM","LAN_SO","CM","OPEN",986,"LAN_CMSO_CM_OPEN","NOT","LAN_SOUTH",""
