"METHOD","SITE","SITEVISITID","SEGMENT","SEG_ad","GENUS_CODE","AdColCount","AdColDen","SEGAREA_j","JuvColCount","JuvColDen","Ave.size","Ave.od","Ave.rd","AcuteDZ","ChronicDZ","BLE","Adpres.abs","Juvpres.abs","OBS_YEAR","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","HABITAT_CODE","LATITUDE","LONGITUDE","MIN_DEPTH_M","MAX_DEPTH_M","TRANSECT","SITE_SEG","ANALYST","AREA_HA","REP_CARD","RAMP_CURRENT","RAMP_BASIC","MARI2011","MARI2014","TUT10_12","AS_SANCTUARY","bA_BENTHIC_REP_CARD","bBENTHIC_SEC_CODE","bGEN_MHI_STRUCTURE","bPROTECTION_DS","NH","BENTHIC_BASIC","SAMOA_CLIMATE","BENTHIC_2018","NOTES"
"Diver","KAH-00635",12705,5,2.5,"SSSS",27,10.8,1,5,5,31,39.4444444444444,0,0,11.2,0,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Shallow","AGR",20.55697783,-156.6735557,3.962206644,4.266991771,1,"KAH-00635_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"FUSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"LEPT",1,0.4,1,1,1,6,0,0,0,0,0.4,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"MOSP",6,2.4,1,47,47,9,15,0,0,0,2,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"PAVS",3,1.2,1,0,0,12.6666666666667,50,0,0,0,1.2,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"POCS",1,0.4,1,0,0,10,0,0,0,0,0.4,1,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"POSP",24,9.6,1,22,22,10.4166666666667,13.3333333333333,0,0,0,4.8,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"PSSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"UNKN",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"LESP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","KAH-00627",12698,5,2.5,"SSSS",35,14,1,70,70,10.2285714285714,16,0,0,0,8.8,1,1,2019,"MHI","Kahoolawe","KAH_NORTH","Forereef","Mid","AGR",20.582135,-156.622557,10.66747943,12.19140506,1,"KAH-00627_5","BVA",200,"Maui-nui","KAH_NORTH","KAH_NORTH","NOT","NOT","NOT","NOT","KAH_CR","KAH_NO","CR","OPEN",811,"KAH_CRNO_CR_OPEN","NOT","KAH_NORTH","Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized"
"Diver","MAI-02502",12673,0,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"FUSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"LEPT",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"MOSP",10,4,1,16,16,7.4,11,0,0,3.2,3.2,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"PAVS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"POCS",1,0.4,1,0,0,12,5,0,0,0.4,0.4,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"POSP",21,8.4,1,3,3,26.2380952380952,31.1904761904762,0,0,8,8,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"PSSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"UNKN",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"LESP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,0,2.5,"SSSS",32,12.8,1,19,19,19.90625,24.0625,0,0,11.6,11.6,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_0","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"FUSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"LEPT",0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"MOSP",14,5.6,1,7,7,8.21428571428571,6.07142857142857,0,0,4,4,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"PAVS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"POCS",3,1.2,1,0,0,13,3.33333333333333,3.33333333333333,0,1.2,1.2,1,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"POSP",32,12.8,1,1,1,21.34375,27.65625,0,0,10,10,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"PSSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"UNKN",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"BASP",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"LESP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,5,2.5,"SSSS",49,19.6,1,9,9,17.0816326530612,20,0.204081632653061,0,15.2,15.2,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_5","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"CYPS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"CYSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"FUSP",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"GARS",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"LEPT",1,0.4,1,1,1,15,50,0,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"MOSP",9,3.6,1,37,37,12.7777777777778,11.5555555555556,0,0,0,0,1,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"PAVS",0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
"Diver","MAI-02502",12673,10,2.5,"POCS",0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,1,2019,"MHI","Maui","MAI_KIHEI","Forereef","Shallow","AGR",20.806692,-156.623291,3.962206644,4.571776897,1,"MAI-02502_10","BVA",650.0680159,"Maui-nui","MAI_KIHEI","MAI_KIHEI","NOT","NOT","NOT","NOT","MAI_CM","MAI_KI","CM","OPEN",2600,"MAI_CMKI_CM_OPEN","NOT","MAI_KIHEI",""
