"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","REVIEW_ANALYST"
6526,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MCAP",0,0,0,0,2,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094049455,"MAI-2541 10",2.5,"MSL"
6527,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MCAP",0,0,0,0,15,"KN",NA,0,NA,0,NA,0,"BLE",5,1,NA,0,0,NA,0,0,0.665652055,"MAI-2541 10",2.5,"MSL"
6528,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.556591861,"MAI-2541 10",2.5,"MSL"
6529,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.320838901,"MAI-2541 10",2.5,"MSL"
6530,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"POSP",0,0,0,0,80,"KN",NA,0,NA,0,NA,0,"ALG",4,0,NA,0,0,NA,0,0,0.253216607,"MAI-2541 10",2.5,"MSL"
6531,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,85,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.266557479,"MAI-2541 10",2.5,"MSL"
6532,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.195767438,"MAI-2541 10",2.5,"MSL"
6533,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,20,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.105949658,"MAI-2541 10",2.5,"MSL"
6534,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.589628469,"MAI-2541 10",2.5,"MSL"
6535,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,10,"EM",NA,0,NA,0,NA,0,"BLE",35,1,NA,0,0,NA,0,0,0.26942847,"MAI-2541 10",2.5,"MSL"
6536,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,1,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.078216366,"MAI-2541 10",2.5,"MSL"
6537,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.43658644,"MAI-2541 10",2.5,"MSL"
6538,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.223883586,"MAI-2541 10",2.5,"MSL"
6539,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.208401175,"MAI-2541 10",2.5,"MSL"
6540,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"MPAT",0,0,0,0,25,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.374061131,"MAI-2541 10",2.5,"MSL"
6541,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,25,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.189590637,"MAI-2541 10",2.5,"MSL"
6542,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,15,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069948123,"MAI-2541 10",2.5,"MSL"
6543,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,30,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053647833,"MAI-2541 10",2.5,"MSL"
6544,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PLOB",0,0,0,0,65,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.244289092,"MAI-2541 10",2.5,"MSL"
6545,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,25,"MD","MACA",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.067006045,"MAI-2541 10",2.5,"MSL"
6546,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,10,"KN","DAMG",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.126480512,"MAI-2541 10",2.5,"MSL"
6547,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,30,"BR",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.325526926,"MAI-2541 10",2.5,"MSL"
6548,"CA",2019,"SE1902","MAI-02541","A",10,2.5,1,0,"PCOM",0,0,0,0,45,"BR",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.792698714,"MAI-2541 10",2.5,"MSL"
