"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","REVIEW_ANALYST"
6334,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLUT",0,0,0,0,3,"MD","PRED",3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.376488419,"MAI-2537 5",2.5,"MA"
6335,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"MPAT",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.053861397,"MAI-2537 5",2.5,"MA"
6336,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"MPAT",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,"BLE",100,2,NA,0,0,NA,0,0,0.13721607,"MAI-2537 5",2.5,"MA"
6337,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLUT",0,0,0,0,50,"MD","TLS",2,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.350492183,"MAI-2537 5",2.5,"MA"
6338,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"MPAT",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.073085224,"MAI-2537 5",2.5,"MA"
6339,"FL",2019,"SE1902","MAI-02537","A",5,1,1,0,"POSP",0,-1,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.044471339,"MAI-2537 5",1,"MA"
6340,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"POSP",0,0,0,-1,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.035145412,"MAI-2537 5",2.5,"MA"
6341,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"POSP",0,-1,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0066,"MAI-2537 5",2.5,"MA"
6342,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"POSP",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.069786531,"MAI-2537 5",2.5,"MA"
6343,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLUT",0,0,0,0,20,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.68302142,"MAI-2537 5",2.5,"MA"
6344,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"POSP",0,0,0,0,5,"EM","TLS",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.108390129,"MAI-2537 5",2.5,"MA"
6345,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLIC",0,0,0,0,0,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.073987027,"MAI-2537 5",2.5,"MA"
6346,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLIC",0,0,0,0,25,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.138525448,"MAI-2537 5",2.5,"MA"
6347,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLIC",0,0,0,0,15,"EF",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.077236325,"MAI-2537 5",2.5,"MA"
6348,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLUT",0,0,0,0,0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.135682572,"MAI-2537 5",2.5,"MA"
6349,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"POSP",0,0,0,0,0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.059121654,"MAI-2537 5",2.5,"MA"
6350,"FL",2019,"SE1902","MAI-02537","A",5,2.5,1,0,"PLUT",0,0,0,0,25,"MD","TLS",1,NA,0,NA,0,"SGA",1,0,NA,0,0,NA,0,0,1.610823531,"MAI-2537 5",2.5,"MA"
