OID_,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,FRAGMENT,JUVENILE,REMNANT,OLDDEAD,MORPH_CODE,JUV_SUBSTRATE,RDCAUSE_1,RD_1,RDCAUSE_2,RD_2,RDCAUSE_3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Mosaic_Issues,Shape_Length
6725,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,40,EM,,,,,,,,,,,,,,,,,,0.073999053933874
6726,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ASSP,0,0,0,0,35,MD,,,,,,,,,,,,,,,,,,0.137568201654704
6727,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ASSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.058030767751872
6728,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.326764517805826
6729,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ASSP,0,0,0,0,70,MD,,,,,,,,,,,,,,,,,,0.163162281259193
6730,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ASSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.070552462817560
6731,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.168067249195687
6732,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ASSP,0,0,0,0,60,MD,,,,,,,,,,,,,,,,,,0.174945076599263
6733,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ASSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.068283600132007
6734,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,PVAR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.325071946175243
6735,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,20,CB,,,,,,,,,,,,,,,,,,0.400496516184024
6736,MSL,2023,RA2301,ROS-5166,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,99,CB,,,,,,,,,,,,,,,,,,0.149421551048999
6737,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,PLUT,0,0,0,0,5,MD,,,,,,,,,,,,,,,,,,0.834464533897313
6738,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.316629278001379
6739,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,FASP,0,0,0,0,40,MD,,,,,,,,,,,,,,,,,,0.152464716716973
6740,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,60,EM,,,,,,,,,,,,,,,,,,0.516335520929878
6741,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.100201099108589
6742,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.330068872080401
6743,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,,,0.221853284610894
6744,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.259086260325294
6745,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,40,EM,,,,,,,,,,,,,,,,,,0.202905027309510
6746,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,25,EM,,,,,,,,,,,,,,,,,,0.089993611150267
6747,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.058541096230983
6748,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.048613784768856
6749,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.053813101967076
6750,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,25,EM,,,,,,,,,,,,,,,,,,0.068900290315918
6751,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,80,EM,,,,,,,,,,,,,,,,,,0.098453846244456
6752,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.181904645918638
6753,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.118243309201639
6754,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.253856535345058
6755,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,ASSP,0,0,0,0,40,EM,,,,,,,,,,,,,,,,,,0.112718498900972
6756,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.267091144707965
6757,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.084307176531013
6758,MSL,2023,RA2301,ROS-5166,A,5,1.0000000,1.0000000,-1,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,0.008832326439417
6759,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,25,MD,,,,,,,,,,,,,,,,,,0.260864889355140
6760,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.228538595578453
6761,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,35,EM,,,,,,,,,,,,,,,,,,0.219850971800777
6762,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.135234093259514
6763,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,60,EM,,,,,,,,,,,,,,,,,,0.231042702407856
6764,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.156415664509288
6765,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,,,0.360846075774541
6766,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.068031242454057
6767,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,90,EM,,,,,,,,,,,,,,,,,,0.225437996606464
6768,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.128252875227330
6769,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.200919884529774
6770,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.066000683321579
6771,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.443421255693278
6772,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.139412481348410
6773,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,80,MD,,,,,,,,,,,,,,,,,,0.189571412344678
6774,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.092430731736995
6775,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,65,EM,,,,,,,,,,,,,,,,,,0.357554499201021
6776,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.214105955158181
6777,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.131216348574046
6778,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.050469991050056
6779,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.078779246962517
6780,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,75,EM,,,,,,,,,,,,,,,,,,0.208211864772047
6781,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,75,EM,,,,,,,,,,,,,,,,,,0.170131508264982
6782,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.304715769781189
6783,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,90,EM,,,,,,,,,,,,,,,,,,0.288317394778840
6784,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,,,,,,,,,,,,,,,,,,0.281680101886341
6785,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.103280685243880
6786,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.113649021412633
6787,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,70,EM,,,,,,,,,,,,,,,,,,0.088671641643088
6788,MSL,2023,RA2301,ROS-5166,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,65,EM,,,,,,,,,,,,,,,,,,0.244500511276879
6789,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,KN,TURFH,,,,,,,,,,,,,,,,,0.015033295125483
6790,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.035840339033791
6791,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,KN,TURFH,,,,,,,,,,,,,,,,,0.012856125678378
6792,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ASSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.015174321100872
6793,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ASSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.042498587984351
6794,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ASSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.034167820366118
6795,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.027608875602336
6796,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ASSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.021246175953236
6797,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ASSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.020110197161464
6798,MSL,2023,RA2301,ROS-5166,A,10,1.0000000,1.0000000,0,ASSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.027400000020862
6799,MSL,2023,RA2301,ROS-5166,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.312765248086932
6800,JC,2023,RA2301,ROS-5167,A,0,1.0000000,1.0000000,-1,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,0.039210330534936
6801,JC,2023,RA2301,ROS-5167,A,0,2.5000000,1.0000000,-1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.294776457409568
6802,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.201266812722167
6803,JC,2023,RA2301,ROS-5167,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.038106823460550
6804,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,LPUR,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.087147806278350
6805,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,LPUR,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.105643267878078
6806,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,1,EM,,,,,,,,,,,,,,,,,,0.148209480590651
6807,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,25,MD,,,,,,,,,,,,,,,,,,0.236707456549730
6808,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,PAVS,0,0,0,0,30,MD,,,,,,,,,,,,,,,,,,0.267184673927246
6809,JC,2023,RA2301,ROS-5167,A,5,2.5000000,1.0000000,0,PLOB,0,0,0,0,5,MD,,,,,,,,,,,,,,,,,,0.072586293710157
6810,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.462076119755833
6811,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.105377085317854
6812,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,20,EM,,,,,,,,,,,,,,,,,,0.201669358864985
6813,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,35,MD,,,,,,,,,,,,,,,,,,0.148643532836647
6814,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.056755352633037
6815,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.148417821742398
6816,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,LPUR,0,0,0,0,2,MD,,,,,,,,,,,,,,,,,,0.107489023078348
6817,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,50,MD,,,,,,,,,,,,,,,,,,0.126021625184075
6818,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,20,MD,,,,,,,,,,,,,,,,,,0.137499854870988
6819,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.084079248951416
6820,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,60,EM,,,,,,,,,,,,,,,,,,0.058995761591493
6821,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,EM,,,,,,,,,,,,,,,,,,0.786368018042081
6822,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.415377322210155
6823,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,PPRO,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.191062215283305
6824,JC,2023,RA2301,ROS-5167,A,10,2.5000000,1.0000000,0,ASSP,0,0,0,0,3,EM,,,,,,,,,,,,,,,,,,0.050276435503296
6825,JC,2023,RA2301,ROS-5167,A,10,1.0000000,1.0000000,-1,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,0.023893304696232
6826,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,MOSP,,,,,7,EM,,,,,,,,,,,,,,,,,,0.095938000158946
6827,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,8,MD,,,,,,,,,,,,,,,,,,0.159264717442369
6828,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ASTS,,,,,5,MD,,,,,,,,,,,,,,,,,,0.201191971862844
6829,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ASTS,,,,,3,MD,,,,,,,,,,,,,,,,,,0.140412855460102
6830,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,5,MD,,,,,,,,,,,,,,,,,,0.127521174798097
6831,CA,2023,RA2301,ROS-5197,A,0,1.0000000,1.0000000,,MOSP,,,-1,,,EM,CCAH,,,,,,,,,,,,,,,,,0.029443165245087
6832,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,MOSP,,,,,8,PL,,,,,,,,,,,,,,,,,,0.062727984713125
6833,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,MOSP,,,,,8,EM,,,,,,,,,,,,,,,,,,0.068923146064737
6834,CA,2023,RA2301,ROS-5197,A,0,1.0000000,1.0000000,,ASTS,,,-1,,,EM,CCAH,,,,,,,,,,,,,,,,,0.035712323406268
6835,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,PVAR,,,,,20,EM,,,,,,,,,,,,,,,,,,0.107868670153559
6836,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,MOSP,,,,,20,EM,,,,,,,,,,,,,,,,,,0.216661049234758
6837,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ASTS,,,,,25,EM,,,,,,,,,,,,,,,,,,0.151098940412315
6838,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,MOSP,,,,,8,EM,,,,,,,,,,,,,,,,,,0.154648052863265
6839,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,9,MD,,,,,,,,,,,,,,,,,,0.079448159030607
6840,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,15,MD,,,,,,,,,,,,,,,,,,0.079668437733352
6841,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,MOSP,,,,,5,EM,,,,,,,,,,,,,,,,,,0.058755425725036
6842,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,PMVC,,,,,2,BR,,FISH,2,,,,,,,,,,,,,,,0.174462202398026
6843,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,6,MD,,,,,,,,,,,,,,,,,,0.109092299267266
6844,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,3,EM,,,,,,,,,,,,,,,,,,0.059407912439805
6845,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,PMVC,,,,,4,BR,,,,,,,,,,,,,,,,,,0.191997552468292
6846,CA,2023,RA2301,ROS-5197,A,0,2.5000000,1.0000000,,ACUR,,,,,15,MD,,,,,,,,,,,,,,,,,,0.078109217980180
6847,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ACUR,,,,,5,MD,,,,,,,,,,,,,,,,,,0.201624204647484
6848,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,MOSP,,,,,8,EM,,PRED,3,,,,,,,,,,,,,,,0.117427509483678
6849,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,POSP,,,,,1,EM,,,,,,,,,,,,,,,,,,0.049497171558371
6850,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ACUR,,,,,20,MD,,,,,,,,,,,,,,,,,,0.211413835075783
6851,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ASTS,,,,,3,EM,,,,,,,,,,,,,,,,,,0.073265611272865
6852,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ASTS,,,,,7,EM,,,,,,,,,,,,,,,,,,0.173893674387759
6853,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,30,MD,,,,,,,,,,,,,,,,,,0.114184807274437
6854,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,3,MD,,,,,,,,,,,,,,,,,,0.088468356689815
6855,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,75,EM,,,,,,,,,,,,,,,,,,0.101049739496822
6856,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ACUR,,,,,15,MD,,,,,,,,,,,,,,,,,,0.188342667527826
6857,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ASTS,,,,,25,MD,,,,,,,,,,,,,,,,,,0.187059055460463
6858,CA,2023,RA2301,ROS-5197,A,5,1.0000000,1.0000000,,PMVC,,,-1,,,BR,PESP,,,,,,,,,,,,,,,,,0.029387411344501
6859,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,FASP,,,,,9,MD,,GAST,4,,,,,,,,,,,,,,,0.266779083536924
6860,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,POSP,,,,,1,MD,,,,,,,,,,,,,,,,,,0.047528096681489
6861,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PMVC,,,,,1,BR,,,,,,,,,,,,,,,,,,0.048170738199937
6862,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,POSP,,,0,,2,EM,,GAST,7,,,,,,,,,,,,,,,0.047093524151535
6863,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PMVC,,,,,0,BR,,FISH,1,,,,,,,,,,,,,,,0.159089911107328
6864,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,7,MD,,,,,,,,,,,,,,,,,,0.087516455390619
6865,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,35,MD,,,,,,,,,,,,,,,,,,0.151061907440665
6866,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PMVC,,,,,0,BR,,,,,,,,,,,,,,,,,,0.074825129361468
6867,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ACUR,,,,,5,MD,,,,,,,,,,,,,,,,,,0.112248520174796
6868,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,6,EM,,,,,,,,,,,,,,,,,,0.051061726478227
6869,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ACUR,,,,,1,MD,,,,,,,,,,,,,,,,,,0.066538485220339
6870,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PMVC,,,,,1,BR,,,,,,,,,,,,,,,,,,0.073794580379704
6871,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,FSTE,,,,,5,ML,,,,,,,,,,,,,,,,,,0.111875824845539
6872,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,0,EM,,,,,,,,,,,,,,,,,,0.069731628489048
6873,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,MOSP,,,,,15,EM,,,,,,,,,,,,,,,,,,0.094260170810630
6874,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,40,EM,,,,,,,,,,,,,,,,,,0.100319190935663
6875,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,20,EM,,,,,,,,,,,,,,,,,,0.051240803841624
6876,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ASTS,,,,,10,MD,,,,,,,,,,,,,,,,,,0.123229622293947
6877,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,ACUR,,,,,1,MD,,,,,,,,,,,,,,,,,,0.155337857215308
6878,CA,2023,RA2301,ROS-5197,A,5,2.5000000,1.0000000,,PLOB,,,,,20,EM,,,,,,,,,,,,,,,,,,0.208685792215631
6879,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,POSP,,,,-1,0,EM,,,,,,,,,,,,,,,,,,0.028385382986808
6880,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PLOB,,,,,3,MD,,,,,,,,,,,,,,,,,,0.279123342248949
6881,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,MOSP,,,,,8,EM,,PRED,9,,,,,,,,,,,,,,,0.150957245548092
6882,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,MOSP,,,,,15,PL,,PRED,2,,,,,,,,,,,,,,,0.187201336538543
6883,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PMVC,,,,,4,BR,,FISH,1,,,,,,,,,,,,,,,0.204874692939807
6884,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PMVC,,,,,0,BR,,FISH,1,,,,,,,,,,,,,,,0.177911241463476
6885,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PLOB,,,,,30,EM,,,,,,,,,,,,,,,,,,0.054291251094448
6886,CA,2023,RA2301,ROS-5197,A,10,1.0000000,1.0000000,,POSP,,,-1,,,EM,CCAH,,,,,,,,,,,,,,,,,0.037064403175533
6887,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PLOB,,,,,5,EM,,,,,,,,,,,,,,,,,,0.051167567353439
6888,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,ASTS,,,,,4,MD,,,,,,,,,,,,,,,,,,0.050628054755554
6889,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PLOB,,,,,10,PL,,,,,,,,,,,,,,,,,,0.151567443792875
6890,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,ASTS,,,,,5,EM,,,,,,,,,,,,,,,,,,0.078301596738398
6891,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,MOSP,,,,,6,EM,,,,,,,,,,,,,,,,,,0.083460470214292
6892,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,ACSP,,,,,1,DI,,,,,,,,,,,,,,,,,,0.084868486669196
6893,CA,2023,RA2301,ROS-5197,A,10,1.0000000,1.0000000,,POCS,,,-1,,,KN,PESP,,,,,,,,,,,,,,,,,0.026615972069270
6894,CA,2023,RA2301,ROS-5197,A,10,2.5000000,1.0000000,,PLOB,,,,,50,EM,,,,,,,,,,,,,,,,,,0.130725055600145
